20mm_2slope,20mm_1slope1,20mm_1slope2,20mm_2slope_trimmed
0.043351,0.089717,0.10715,0.060139
0.043351,0.089637,0.107056,0.060139
0.04335,0.089531,0.106964,0.06014
0.043337,0.089451,0.106871,0.06014
0.043324,0.08937,0.10679,0.06014
0.043323,0.089291,0.106697,0.0601
0.043323,0.089211,0.106604,0.060113
0.043296,0.089132,0.106511,0.0601
0.043297,0.089065,0.106431,0.060074
0.043296,0.088985,0.106364,0.060086
0.043283,0.088918,0.106271,0.06006
0.04327,0.088839,0.10619,0.060047
0.04327,0.088771,0.106112,0.060034
0.043256,0.088693,0.106045,0.06002
0.043257,0.08864,0.105978,0.060021
0.04323,0.08856,0.105912,0.059994
0.04323,0.088493,0.105845,0.059993
0.04323,0.088426,0.105779,0.059967
0.043217,0.08836,0.105713,0.059968
0.043217,0.088294,0.105646,0.059941
0.043203,0.088214,0.105592,0.059942
0.04319,0.08816,0.105526,0.059928
0.04319,0.088095,0.105472,0.059915
0.04319,0.088015,0.105405,0.059902
0.043177,0.087961,0.105339,0.059902
0.043163,0.087908,0.105299,0.059889
0.043163,0.087828,0.105232,0.059875
0.043163,0.087775,0.105178,0.059849
0.043137,0.087735,0.105126,0.059849
0.043137,0.087668,0.105058,0.059836
0.043123,0.087601,0.105005,0.059836
0.043124,0.087549,0.104952,0.059836
0.043136,0.087509,0.104899,0.05981
0.043375,0.087443,0.104846,0.05981
0.043825,0.087403,0.104793,0.05981
0.044381,0.08735,0.10474,0.059797
0.045003,0.087296,0.104673,0.059784
0.045613,0.087244,0.10462,0.059783
0.046196,0.08719,0.104567,0.05977
0.046698,0.087137,0.104514,0.05977
0.047149,0.08707,0.104473,0.059744
0.047519,0.087017,0.10442,0.059744
0.047863,0.086963,0.104393,0.059744
0.048115,0.086924,0.10434,0.059718
0.048341,0.086872,0.104299,0.059717
0.04854,0.086818,0.10426,0.059704
0.048685,0.086764,0.10422,0.059704
0.048818,0.086712,0.104179,0.059705
0.048924,0.086658,0.104153,0.059665
0.049004,0.086618,0.104127,0.059664
0.049057,0.086565,0.104073,0.059664
0.049096,0.086512,0.104033,0.059652
0.049136,0.086459,0.103992,0.059639
0.04915,0.086418,0.103952,0.059639
0.049162,0.086351,0.103912,0.059626
0.049176,0.086312,0.103859,0.059612
0.049164,0.086285,0.103807,0.059611
0.049163,0.086232,0.103768,0.059598
0.049163,0.086165,0.103715,0.059586
0.04915,0.086125,0.103675,0.059586
0.04915,0.086377,0.103622,0.059573
0.049123,0.087559,0.103582,0.059573
0.049124,0.089382,0.103542,0.059572
0.049124,0.091497,0.103501,0.059572
0.049083,0.093651,0.103475,0.059558
0.049071,0.095646,0.103435,0.059545
0.049071,0.097429,0.103395,0.059546
0.049044,0.09893,0.103342,0.059546
0.049044,0.100141,0.103302,0.05952
0.049032,0.101139,0.103262,0.059533
0.049017,0.101884,0.103221,0.059518
0.049006,0.102415,0.103182,0.059505
0.048991,0.102761,0.103141,0.059506
0.048978,0.10296,0.103101,0.059493
0.048978,0.103038,0.103047,0.059479
0.048951,0.103026,0.103007,0.059467
0.048951,0.102959,0.10298,0.059466
0.048939,0.102853,0.102954,0.059466
0.048925,0.10272,0.10298,0.059466
0.048912,0.10256,0.103831,0.059466
0.048912,0.1024,0.105326,0.05944
0.048885,0.102254,0.107113,0.059439
0.048885,0.102081,0.10907,0.059452
0.048858,0.101921,0.110883,0.059453
0.048859,0.101762,0.112496,0.059678
0.048846,0.101602,0.113947,0.060077
0.048833,0.101469,0.115094,0.060647
0.048833,0.101336,0.116041,0.061244
0.048806,0.101176,0.11676,0.061841
0.048806,0.101043,0.117293,0.0624
0.048793,0.100911,0.117641,0.062931
0.048793,0.100777,0.117894,0.063381
0.048767,0.10067,0.118054,0.063781
0.048765,0.100537,0.118147,0.064073
0.048754,0.100404,0.118187,0.064339
0.048753,0.100297,0.118173,0.064525
0.04874,0.100191,0.118119,0.064698
0.048726,0.100085,0.118051,0.064804
0.048727,0.099965,0.117972,0.064911
0.048713,0.099885,0.117891,0.064965
0.0487,0.099766,0.117798,0.065018
0.0487,0.099686,0.117678,0.065032
0.0487,0.09958,0.117584,0.065072
0.048673,0.099473,0.117451,0.065072
0.048674,0.099394,0.117332,0.065072
0.048673,0.099287,0.117238,0.065087
0.048633,0.09922,0.117119,0.065087
0.048633,0.09914,0.117012,0.065075
0.048646,0.099034,0.116905,0.065061
0.048608,0.098953,0.116799,0.065049
0.048606,0.098862,0.116693,0.065036
0.048606,0.098794,0.1166,0.065049
0.048593,0.098713,0.116506,0.065023
0.048593,0.098634,0.116388,0.064998
0.048567,0.098554,0.116308,0.064998
0.048566,0.098489,0.116214,0.064986
0.048567,0.098408,0.116134,0.064986
0.04854,0.098329,0.116041,0.064959
0.04854,0.098262,0.115947,0.06496
0.048527,0.098195,0.11588,0.064948
0.048513,0.098142,0.115786,0.064934
0.048514,0.098049,0.115693,0.064922
0.048514,0.097996,0.115626,0.064909
0.0485,0.097928,0.115532,0.064897
0.048487,0.097862,0.115466,0.064883
0.048473,0.097795,0.115399,0.064871
0.04846,0.097729,0.115319,0.064857
0.04846,0.097662,0.115251,0.064845
0.04846,0.097595,0.115199,0.06482
0.048447,0.097541,0.115105,0.064806
0.048447,0.097476,0.115037,0.064781
0.04842,0.097422,0.11497,0.064781
0.04842,0.097343,0.114903,0.064768
0.048539,0.097277,0.11481,0.064743
0.048896,0.097224,0.114757,0.064744
0.049397,0.097183,0.114689,0.064718
0.050005,0.097103,0.114623,0.064705
0.050611,0.097049,0.114556,0.064721
0.051183,0.096997,0.114502,0.064697
0.051714,0.096944,0.114435,0.064699
0.052165,0.096863,0.114395,0.064688
0.052547,0.096824,0.114328,0.064665
0.052899,0.096771,0.114261,0.064668
0.053209,0.096704,0.114208,0.064659
0.053466,0.096663,0.114154,0.064636
0.053695,0.096611,0.114087,0.064627
0.053894,0.096544,0.11402,0.064629
0.054055,0.096492,0.113967,0.064606
0.054175,0.096438,0.113927,0.064595
0.054269,0.096385,0.11386,0.064583
0.054349,0.096331,0.113794,0.064572
0.054403,0.096292,0.113741,0.064559
0.054443,0.096238,0.113688,0.064547
0.054456,0.096199,0.113635,0.064549
0.054456,0.096146,0.113569,0.064522
0.054469,0.09608,0.113516,0.064525
0.054469,0.096039,0.113463,0.064511
0.05447,0.095986,0.113411,0.064498
0.054484,0.095946,0.11337,0.064485
0.054457,0.095894,0.113304,0.064486
0.054457,0.09584,0.11325,0.064486
0.054444,0.095786,0.113197,0.064446
0.054443,0.095984,0.113157,0.064447
0.054417,0.097047,0.113117,0.064447
0.054417,0.098806,0.113063,0.064434
0.05439,0.100843,0.113024,0.064434
0.05439,0.102971,0.112971,0.064408
0.054377,0.104927,0.112918,0.064407
0.054363,0.106659,0.112879,0.064408
0.054351,0.10819,0.112826,0.064394
0.054336,0.109428,0.112786,0.064381
0.054336,0.110359,0.112733,0.064381
0.05431,0.11105,0.112694,0.064369
0.054296,0.111557,0.11264,0.064355
0.054283,0.111863,0.112588,0.064354
0.05427,0.112022,0.112561,0.064341
0.054256,0.108394,0.112521,0.064328
0.054243,0.101001,0.112455,0.064316
0.054243,0.095542,0.112403,0.064302
0.054229,0.092271,0.112894,0.064302
0.054216,0.08994,0.114268,0.064303
0.054203,0.08788,0.116151,0.064288
0.054189,0.08659,0.118244,0.064275
0.054189,0.0858,0.120323,0.064262
0.05415,0.084971,0.12223,0.064368
0.05415,0.08448,0.123883,0.064713
0.054162,0.084236,0.125255,0.065218
0.054123,0.083908,0.126255,0.065828
0.054123,0.083723,0.126975,0.066466
0.054096,0.083678,0.127441,0.067077
0.054109,0.083561,0.127735,0.067608
0.054083,0.083509,0.127908,0.068088
0.05407,0.083547,0.127974,0.068529
0.05407,0.083482,0.127962,0.068877
0.054056,0.083495,0.127922,0.069212
0.054043,0.083532,0.127842,0.069455
0.05403,0.083507,0.127736,0.06966
0.05403,0.083533,0.127616,0.069823
0.054016,0.083572,0.127483,0.069945
0.054016,0.083561,0.127349,0.070054
0.054003,0.083586,0.12723,0.070124
0.05399,0.083598,0.127097,0.070165
0.053977,0.083599,0.126964,0.070192
0.053977,0.083613,0.12683,0.070221
0.053963,0.083626,0.126698,0.070221
0.053963,0.083639,0.126564,0.070236
0.053949,0.083652,0.126456,0.070209
0.053936,0.083651,0.126324,0.070237
0.053922,0.083651,0.126204,0.070211
0.05391,0.083664,0.126097,0.070198
0.05391,0.083664,0.125977,0.070199
0.053909,0.083651,0.125871,0.070186
0.053883,0.083664,0.125764,0.070172
0.053883,0.083651,0.125644,0.070133
0.053871,0.083664,0.125551,0.070133
0.053856,0.083663,0.125445,0.070134
0.053856,0.083663,0.125338,0.070107
0.053856,0.083651,0.125246,0.070081
0.053843,0.083651,0.125152,0.07008
0.053843,0.08365,0.125044,0.070067
0.05383,0.08365,0.124965,0.070054
0.053817,0.083637,0.124871,0.070028
0.053817,0.083636,0.124778,0.070014
0.053817,0.083636,0.124698,0.070001
0.053804,0.083637,0.124605,0.069988
0.053777,0.08361,0.124538,0.069988
0.053776,0.08361,0.124445,0.069961
0.053764,0.083609,0.124378,0.069948
0.053764,0.083596,0.124298,0.069934
0.053764,0.083583,0.124205,0.069934
0.053752,0.083583,0.124124,0.069921
0.053751,0.083569,0.124057,0.069895
0.053737,0.083556,0.123978,0.069882
0.053724,0.083556,0.123897,0.069869
0.053725,0.083556,0.123831,0.069855
0.053829,0.08353,0.123765,0.069842
0.054146,0.083516,0.123698,0.069841
0.054648,0.083502,0.123618,0.069815
0.055228,0.08349,0.123578,0.069815
0.055836,0.083476,0.123498,0.069802
0.056431,0.083476,0.123445,0.069788
0.056975,0.083462,0.123379,0.069775
0.057468,0.083449,0.123326,0.069775
0.057869,0.083463,0.123272,0.069762
0.058204,0.083423,0.123192,0.069748
0.058486,0.083422,0.12314,0.069748
0.058714,0.083396,0.12306,0.069722
0.058902,0.083395,0.123006,0.069721
0.059036,0.083382,0.122954,0.069709
0.059157,0.083356,0.122886,0.069695
0.059251,0.083355,0.122834,0.069695
0.059305,0.083329,0.122767,0.069682
0.059359,0.083316,0.122701,0.069682
0.059372,0.083289,0.12266,0.069668
0.059387,0.083289,0.122594,0.069655
0.0594,0.083263,0.122553,0.069641
0.059414,0.083249,0.122488,0.069628
0.059401,0.083249,0.122434,0.069615
0.059401,0.083222,0.122367,0.069616
0.059388,0.083223,0.1223,0.069602
0.059387,0.083195,0.12226,0.069588
0.059375,0.083195,0.122207,0.069575
0.059362,0.083182,0.122127,0.069562
0.059349,0.083859,0.122087,0.069562
0.059336,0.085284,0.122047,0.069549
0.059336,0.087177,0.12198,0.069535
0.059309,0.089267,0.121928,0.069535
0.059309,0.09129,0.121887,0.069535
0.059296,0.093141,0.121834,0.069508
0.05927,0.094819,0.121781,0.069509
0.05927,0.096256,0.121727,0.069509
0.059257,0.097414,0.121687,0.069496
0.059244,0.098386,0.121634,0.069482
0.05923,0.099159,0.121593,0.069468
0.059204,0.099731,0.12154,0.069469
0.059191,0.100197,0.121487,0.069469
0.059191,0.100503,0.121434,0.069456
0.059164,0.100676,0.121381,0.069442
0.059152,0.100796,0.12134,0.069442
0.059151,0.100837,0.121433,0.069429
0.059125,0.100837,0.122459,0.069415
0.059124,0.10081,0.124221,0.069403
0.059112,0.100769,0.126356,0.069402
0.059098,0.100703,0.128528,0.069402
0.059098,0.100623,0.130528,0.069389
0.059071,0.100543,0.132316,0.069375
0.059071,0.100451,0.133915,0.069468
0.059071,0.100357,0.135195,0.069773
0.059045,0.100277,0.136235,0.070239
0.059044,0.100184,0.137035,0.070796
0.059018,0.10009,0.137608,0.07138
0.059017,0.099996,0.137981,0.071939
0.059005,0.099917,0.138208,0.07247
0.058992,0.099837,0.138302,0.072949
0.058977,0.099744,0.138302,0.073322
0.058978,0.099678,0.138249,0.073641
0.058978,0.099584,0.138169,0.073921
0.058951,0.099517,0.138036,0.07412
0.058951,0.099437,0.137903,0.074267
0.058938,0.099358,0.137769,0.074387
0.058924,0.099305,0.137623,0.074468
0.058911,0.099225,0.137463,0.074534
0.058912,0.099157,0.137303,0.074575
0.058898,0.099104,0.137156,0.074589
0.058898,0.099051,0.13701,0.074603
0.058884,0.098985,0.136851,0.074617
0.05887,0.098932,0.136691,0.074618
0.058871,0.098878,0.136557,0.074618
0.058858,0.098813,0.136424,0.074605
0.058844,0.098745,0.13629,0.074593
0.058831,0.098705,0.136158,0.07458
0.058817,0.098638,0.136038,0.074568
0.058805,0.098599,0.135919,0.074555
0.058805,0.098545,0.135812,0.074542
0.058805,0.098479,0.135692,0.074516
0.058765,0.098439,0.135585,0.074517
0.058777,0.098386,0.135465,0.074491
0.058779,0.098319,0.135346,0.074492
0.058766,0.098279,0.135252,0.074479
0.058751,0.098226,0.135159,0.074439
0.058738,0.098199,0.135053,0.074439
0.058725,0.098133,0.134959,0.074414
0.058712,0.098092,0.134839,0.074414
0.058725,0.09804,0.134746,0.074401
0.058725,0.098,0.134653,0.074388
0.058698,0.097947,0.134573,0.074375
0.058698,0.097906,0.134479,0.074349
0.058686,0.097853,0.134386,0.074335
0.058672,0.097813,0.134293,0.074322
0.058672,0.09776,0.134227,0.074322
0.058659,0.09772,0.13412,0.074295
0.058659,0.097679,0.13404,0.074296
0.058646,0.097626,0.13396,0.074283
0.058645,0.097586,0.133867,0.07427
0.058632,0.097532,0.133786,0.074257
0.058619,0.097493,0.13372,0.074257
0.058619,0.097453,0.133639,0.07423
0.058659,0.097412,0.133547,0.074231
0.058989,0.097385,0.133467,0.074217
0.059465,0.097332,0.133399,0.074191
0.060033,0.097306,0.13332,0.074192
0.060654,0.097253,0.13324,0.074165
0.061251,0.097227,0.133172,0.074165
0.06182,0.0972,0.133107,0.074165
0.06231,0.097146,0.133027,0.074139
0.062735,0.09712,0.13296,0.074138
0.063055,0.097067,0.132907,0.074126
0.063349,0.09704,0.132827,0.074126
0.063577,0.096986,0.132774,0.074113
0.063779,0.09696,0.132695,0.074099
0.063928,0.09692,0.132627,0.074086
0.064036,0.09688,0.132574,0.074086
0.064118,0.09684,0.132508,0.074086
0.064186,0.0968,0.132441,0.07406
0.064214,0.096774,0.132375,0.074059
0.064241,0.096734,0.132321,0.074059
0.064255,0.096694,0.132255,0.074047
0.06427,0.096654,0.132214,0.074047
0.06427,0.096614,0.132147,0.074034
0.064271,0.096588,0.132082,0.074021
0.064232,0.096548,0.132015,0.074021
0.064246,0.096509,0.131948,0.073994
0.064232,0.096468,0.131894,0.074007
0.064206,0.096679,0.131841,0.073994
0.064193,0.097784,0.131775,0.073968
0.06418,0.099477,0.131708,0.073981
0.064167,0.101489,0.131668,0.073981
0.064153,0.103567,0.131615,0.073941
0.06414,0.105471,0.131535,0.073941
0.06414,0.107136,0.131481,0.073942
0.064114,0.108628,0.131429,0.073915
0.064101,0.109813,0.131376,0.073914
0.064088,0.110797,0.131309,0.073914
0.064074,0.11157,0.131268,0.073901
0.064074,0.112103,0.131201,0.073888
0.064035,0.112502,0.131162,0.073888
0.064034,0.112755,0.131095,0.073874
0.064021,0.112889,0.131041,0.073861
0.063995,0.112967,0.130988,0.073861
0.063995,0.112981,0.130935,0.073848
0.063968,0.112955,0.131441,0.073849
0.063942,0.112901,0.132775,0.073835
0.063942,0.112808,0.134605,0.073822
0.063928,0.112715,0.136646,0.073822
0.063915,0.112607,0.138632,0.073821
0.063902,0.112501,0.140448,0.073795
0.063903,0.112381,0.14206,0.073808
0.063889,0.112261,0.143409,0.073995
0.063863,0.112142,0.144555,0.074405
0.063862,0.112048,0.145542,0.074964
0.063849,0.111928,0.146329,0.075575
0.063836,0.111809,0.146995,0.076212
0.063822,0.111701,0.147489,0.076824
0.063822,0.111582,0.147756,0.077409
0.063809,0.111489,0.147916,0.077875
0.063796,0.111382,0.147956,0.078326
0.063783,0.111288,0.14793,0.0787
0.063783,0.111182,0.14785,0.079007
0.063756,0.111089,0.147744,0.079261
0.063756,0.110995,0.147611,0.079436
0.063744,0.110916,0.147464,0.079572
0.063743,0.110809,0.147304,0.079668
0.063729,0.110729,0.147132,0.079738
0.063717,0.11065,0.146958,0.079767
0.063717,0.110556,0.146798,0.079796
0.063704,0.110503,0.146651,0.079826
0.063704,0.11041,0.146477,0.079828
0.06369,0.11033,0.146317,0.079816
0.063678,0.11025,0.146171,0.079817
0.063677,0.110185,0.14601,0.079805
0.063663,0.110104,0.145865,0.079779
0.06365,0.110038,0.145731,0.079767
0.063637,0.109957,0.145584,0.079754
0.063638,0.109891,0.145437,0.079742
0.06361,0.109824,0.145317,0.079743
0.063611,0.109758,0.145185,0.079716
0.06361,0.109692,0.145064,0.079703
0.063584,0.109624,0.14493,0.079678
0.063584,0.109571,0.144811,0.079664
0.063583,0.109478,0.144691,0.079651
0.063571,0.109411,0.144571,0.079638
0.063557,0.109345,0.144464,0.079626
0.063557,0.109278,0.144358,0.079599
0.063557,0.109225,0.144252,0.079599
0.06353,0.109158,0.144158,0.079572
0.063531,0.109105,0.144038,0.079573
0.063531,0.109051,0.143945,0.07956
0.063517,0.108985,0.143851,0.079533
0.06349,0.108932,0.143771,0.079533
0.063504,0.108866,0.143665,0.079507
0.063504,0.108812,0.143571,0.07948
0.063503,0.108758,0.143464,0.07948
0.063477,0.108692,0.143398,0.079454
0.063464,0.108652,0.14329,0.079454
0.063464,0.108599,0.14321,0.079441
0.063451,0.108532,0.143117,0.079414
0.063437,0.108479,0.143037,0.079414
0.063437,0.108426,0.142957,0.079387
0.063635,0.108386,0.142877,0.079387
0.064058,0.108319,0.142784,0.079374
0.064641,0.108278,0.142718,0.079361
0.065263,0.108226,0.142638,0.079348
0.065898,0.108159,0.142584,0.079321
0.066482,0.108106,0.142491,0.079321
0.067038,0.108065,0.142438,0.079308
0.067516,0.108013,0.142371,0.079294
0.067917,0.107973,0.142305,0.079281
0.068252,0.107906,0.142251,0.079268
0.068523,0.107852,0.142158,0.079255
0.068753,0.107812,0.142092,0.079255
0.068929,0.107759,0.142025,0.079215
0.069092,0.107733,0.141958,0.079228
0.069201,0.107667,0.141878,0.079215
0.069282,0.107625,0.141826,0.079202
0.069363,0.107599,0.141773,0.079189
0.069391,0.107546,0.141692,0.079175
0.069419,0.107505,0.141639,0.079162
0.069446,0.107453,0.14156,0.079162
0.069447,0.107401,0.141493,0.079149
0.069448,0.107373,0.141439,0.079149
0.069435,0.107333,0.141359,0.079135
0.069435,0.10728,0.141306,0.079122
0.069422,0.10724,0.141252,0.079122
0.06941,0.107214,0.141173,0.079095
0.069396,0.107161,0.141119,0.079096
0.069383,0.107306,0.141052,0.079083
0.06937,0.108316,0.140986,0.079082
0.069344,0.109879,0.140946,0.079069
0.06933,0.111745,0.140893,0.079056
0.069318,0.113623,0.140826,0.079056
0.069304,0.115316,0.14076,0.079043
0.069277,0.116781,0.140707,0.079043
0.069278,0.118073,0.140653,0.07903
0.069251,0.119178,0.140601,0.079003
0.069238,0.120084,0.140547,0.079015
0.069211,0.120843,0.140494,0.079002
0.069212,0.121442,0.140427,0.078989
0.069185,0.121895,0.140373,0.078975
0.069185,0.122215,0.140333,0.078975
0.069158,0.122402,0.140281,0.078976
0.069158,0.122495,0.140426,0.07895
0.069145,0.122507,0.141426,0.07895
0.069132,0.122454,0.143095,0.078937
0.06912,0.1224,0.145123,0.078936
0.069119,0.122306,0.147203,0.078936
0.069093,0.1222,0.149126,0.07891
0.069093,0.122068,0.150806,0.07891
0.069052,0.121934,0.152194,0.07891
0.069052,0.121801,0.153328,0.078897
0.069039,0.121667,0.154263,0.079096
0.069026,0.121521,0.15501,0.079521
0.069013,0.121374,0.155596,0.080079
0.069,0.121239,0.156064,0.080691
0.068999,0.121107,0.156385,0.081316
0.068986,0.120973,0.156571,0.081928
0.068972,0.120852,0.156651,0.082445
0.068959,0.120732,0.156638,0.082925
0.068946,0.120613,0.156585,0.083351
0.068933,0.120506,0.156492,0.083709
0.068919,0.120386,0.156358,0.08399
0.068919,0.12028,0.156212,0.084202
0.068893,0.12016,0.156064,0.084349
0.068893,0.120054,0.155918,0.084443
0.068866,0.119947,0.155772,0.084523
0.068866,0.119853,0.155638,0.084577
0.068866,0.11976,0.155478,0.084605
0.068839,0.119667,0.155332,0.084633
0.068853,0.119574,0.155171,0.084634
0.068813,0.119481,0.155038,0.084634
0.068813,0.119386,0.154891,0.084635
0.068799,0.119307,0.154758,0.084623
0.068786,0.119214,0.154624,0.08461
0.068785,0.119135,0.15449,0.084585
0.068773,0.119068,0.154357,0.084585
0.06876,0.118974,0.154237,0.084572
0.06876,0.118921,0.154117,0.08456
0.068745,0.11884,0.153997,0.084546
0.068732,0.118761,0.153877,0.084535
0.06872,0.118694,0.15377,0.084522
0.068706,0.118627,0.153662,0.084523
0.068706,0.118548,0.153555,0.084497
0.068692,0.118467,0.153448,0.084498
0.068666,0.118415,0.153355,0.084472
0.068666,0.118336,0.153249,0.084458
0.068667,0.118268,0.153142,0.084459
0.068652,0.118202,0.153049,0.084433
0.068639,0.118136,0.152955,0.084432
0.068653,0.118068,0.152862,0.084406
0.068614,0.118002,0.152756,0.084394
0.068627,0.117949,0.152662,0.084367
0.0686,0.117882,0.152569,0.084368
0.0686,0.117815,0.152463,0.084354
0.068587,0.117748,0.152395,0.084328
0.068574,0.117696,0.152315,0.084328
0.068574,0.117629,0.152236,0.084316
0.068573,0.117577,0.152155,0.084289
0.06856,0.11751,0.152062,0.084276
0.068547,0.117456,0.151982,0.084263
0.068547,0.117389,0.151902,0.084236
0.068546,0.117336,0.151835,0.084236
0.068679,0.117296,0.151756,0.08421
0.069049,0.117243,0.151675,0.084197
0.06954,0.117176,0.151596,0.084184
0.070069,0.117135,0.151516,0.084156
0.070626,0.117082,0.151449,0.08417
0.071156,0.11703,0.151396,0.084144
0.071646,0.116989,0.151303,0.084131
0.072097,0.116923,0.151237,0.084118
0.072481,0.11687,0.151156,0.084105
0.072812,0.116817,0.151089,0.084091
0.073065,0.11675,0.151036,0.084092
0.073291,0.116723,0.150956,0.084079
0.073439,0.116657,0.150889,0.084079
0.073548,0.116617,0.15081,0.084052
0.073629,0.116564,0.150756,0.084052
0.073685,0.116498,0.150689,0.084039
0.073701,0.116457,0.150624,0.084026
0.073716,0.11639,0.150556,0.084025
0.073731,0.116351,0.150503,0.084012
0.073732,0.116309,0.150423,0.083999
0.07372,0.116256,0.15037,0.083987
0.073709,0.116203,0.15029,0.083972
0.073696,0.116163,0.150237,0.083973
0.073684,0.11611,0.150183,0.083959
0.07367,0.11607,0.15013,0.083946
0.073658,0.116003,0.150063,0.083933
0.073632,0.116614,0.149997,0.083919
0.073619,0.117948,0.149944,0.083919
0.073592,0.119671,0.149878,0.083905
0.073579,0.121562,0.149824,0.083892
0.073553,0.123415,0.149771,0.083879
0.07354,0.125055,0.149705,0.083879
0.073541,0.126493,0.149651,0.083867
0.0735,0.127679,0.149598,0.083853
0.073501,0.128613,0.149557,0.08384
0.073488,0.129346,0.149491,0.083826
0.073461,0.129879,0.149437,0.0838
0.073448,0.130198,0.149384,0.083813
0.073435,0.130386,0.149318,0.083787
0.073408,0.130465,0.149277,0.0838
0.073396,0.130493,0.149223,0.083773
0.073382,0.130465,0.149849,0.083773
0.073368,0.130386,0.151265,0.083773
0.073355,0.130306,0.153135,0.083746
0.073329,0.130186,0.155189,0.083747
0.073328,0.13008,0.157163,0.083733
0.073303,0.129946,0.15894,0.083732
0.073302,0.129826,0.160487,0.083732
0.073302,0.129693,0.161689,0.083707
0.073276,0.12956,0.162598,0.083692
0.073276,0.129427,0.163238,0.083692
0.073249,0.129306,0.163652,0.083852
0.073249,0.129185,0.163892,0.084251
0.073209,0.129052,0.164,0.084784
0.073209,0.128933,0.164027,0.085409
0.07321,0.128814,0.163987,0.086034
0.073183,0.128707,0.16392,0.086646
0.07317,0.128586,0.163801,0.087205
0.07317,0.128466,0.163681,0.087671
0.073156,0.128372,0.163534,0.088084
0.073143,0.128266,0.163387,0.088443
0.073143,0.128173,0.163227,0.088737
0.073117,0.12808,0.16308,0.088964
0.073117,0.127973,0.16292,0.089124
0.073104,0.127893,0.162787,0.089258
0.073103,0.127814,0.162627,0.089325
0.07309,0.127721,0.16248,0.089406
0.073077,0.127641,0.162346,0.089433
0.073077,0.127561,0.162214,0.089461
0.073063,0.127468,0.16208,0.089475
0.07305,0.127401,0.161961,0.089489
0.073037,0.127321,0.161814,0.089491
0.073037,0.127241,0.161707,0.089479
0.073038,0.127175,0.161575,0.089466
0.07301,0.127082,0.161467,0.089467
0.073023,0.127015,0.161348,0.089455
0.072997,0.126922,0.161228,0.089442
0.072996,0.126855,0.161134,0.08943
0.072996,0.126776,0.161014,0.089404
0.072971,0.126723,0.16092,0.089404
0.072971,0.126642,0.160813,0.089365
0.072971,0.126575,0.160706,0.089365
0.07297,0.126508,0.160613,0.089352
0.072958,0.126429,0.16052,0.089313
0.072944,0.126376,0.160427,0.089313
0.072943,0.126308,0.160334,0.089274
0.072944,0.126229,0.160254,0.089262
0.07293,0.126162,0.160174,0.089262
0.072931,0.126096,0.160107,0.089236
0.072931,0.126043,0.160015,0.089224
0.072904,0.125976,0.159948,0.089196
0.072904,0.125923,0.159855,0.089197
0.072904,0.125857,0.159775,0.089184
0.072904,0.125803,0.159695,0.089159
0.072879,0.125737,0.159615,0.089145
0.072877,0.12567,0.159535,0.089132
0.072864,0.125631,0.159455,0.089119
0.072864,0.125562,0.159388,0.089093
0.072864,0.12551,0.159295,0.089092
0.072838,0.125444,0.159214,0.089066
0.07289,0.125377,0.159134,0.089054
0.073275,0.125337,0.159067,0.089054
0.073965,0.125283,0.158974,0.089027
0.0748,0.125203,0.158907,0.089027
0.075681,0.125163,0.158855,0.089001
0.076526,0.12511,0.158788,0.088988
0.077292,0.125044,0.158708,0.088974
0.07799,0.125004,0.158655,0.088961
0.078595,0.12495,0.158588,0.088948
0.079132,0.12491,0.158522,0.088935
0.079551,0.124844,0.158441,0.088922
0.07985,0.124791,0.158374,0.088895
0.080096,0.124751,0.158295,0.088896
0.080273,0.124685,0.158227,0.088869
0.080371,0.124644,0.158148,0.088856
0.080453,0.124591,0.158081,0.088843
0.080496,0.124551,0.158028,0.088843
0.080511,0.124499,0.157948,0.08883
0.080512,0.124445,0.157894,0.088817
0.080514,0.124392,0.157815,0.088817
0.080515,0.124352,0.157748,0.088804
0.080503,0.124312,0.157682,0.088791
0.080475,0.124271,0.157628,0.08879
0.08045,0.124218,0.157562,0.088764
0.080424,0.124179,0.157495,0.088778
0.080397,0.124138,0.157442,0.088751
0.080384,0.124071,0.157362,0.088738
0.080344,0.124031,0.157308,0.088737
0.080331,0.12463,0.157268,0.088711
0.080292,0.126057,0.157188,0.088711
0.080266,0.127993,0.157135,0.088711
0.080239,0.130113,0.157095,0.088711
0.080212,0.132165,0.157015,0.088685
0.080186,0.134059,0.156962,0.088685
0.080173,0.135726,0.156908,0.088685
0.080147,0.137099,0.156841,0.088672
0.08012,0.138192,0.156802,0.088658
0.080094,0.138992,0.156736,0.088645
0.080067,0.139512,0.156695,0.088645
0.080027,0.139819,0.156629,0.088631
0.08,0.139992,0.156574,0.088618
0.079974,0.140059,0.156522,0.088605
0.079974,0.140046,0.156469,0.088592
0.079947,0.140006,0.157041,0.088578
0.07992,0.139913,0.15851,0.088592
0.079894,0.139819,0.160514,0.088565
0.079867,0.139699,0.162729,0.088552
0.079854,0.139566,0.164892,0.088552
0.079827,0.13942,0.166816,0.088524
0.079788,0.139287,0.168485,0.088524
0.079774,0.139128,0.16982,0.088539
0.079748,0.138982,0.170823,0.088591
0.079734,0.138847,0.171597,0.088884
0.079708,0.138701,0.172105,0.089363
0.079682,0.138567,0.172426,0.089976
0.079655,0.138434,0.172627,0.090602
0.079655,0.138301,0.172707,0.091201
0.079628,0.138168,0.172694,0.091773
