20mm_2slope,20mm_1slope1,20mm_1slope2,20mm_2slope_trimmed
-0.005108,-0.06659,-0.031941,-0.032988
-0.005293,-0.066537,-0.031915,-0.032988
-0.005479,-0.06651,-0.031889,-0.033002
-0.00561,-0.066458,-0.031876,-0.032975
-0.005743,-0.066431,-0.031836,-0.032975
-0.005835,-0.066365,-0.03181,-0.032975
-0.005902,-0.066312,-0.03177,-0.032962
-0.005968,-0.066285,-0.031757,-0.032961
-0.006008,-0.066246,-0.03173,-0.032949
-0.006061,-0.06618,-0.031704,-0.032949
-0.006101,-0.066153,-0.03169,-0.032949
-0.006128,-0.0661,-0.03165,-0.032949
-0.006154,-0.066073,-0.031637,-0.032948
-0.006167,-0.06602,-0.031611,-0.032935
-0.006181,-0.065994,-0.031572,-0.032935
-0.006207,-0.065941,-0.031557,-0.032922
-0.006208,-0.065915,-0.031544,-0.032922
-0.006234,-0.065875,-0.031505,-0.032921
-0.006233,-0.065849,-0.031479,-0.032923
-0.006247,-0.065809,-0.031466,-0.032922
-0.006261,-0.065756,-0.031453,-0.032909
-0.006261,-0.06573,-0.031426,-0.032896
-0.006287,-0.065703,-0.031399,-0.032895
-0.0063,-0.06565,-0.031373,-0.032895
-0.006287,-0.065624,-0.031373,-0.032895
-0.006327,-0.065597,-0.031346,-0.032895
-0.006314,-0.065544,-0.031333,-0.032895
-0.006314,-0.065517,-0.031319,-0.032895
-0.006314,-0.065478,-0.031292,-0.032869
-0.006314,-0.065451,-0.031279,-0.032869
-0.006341,-0.065424,-0.031252,-0.032869
-0.006327,-0.065384,-0.031239,-0.032869
-0.006328,-0.065345,-0.031225,-0.032869
-0.00634,-0.065319,-0.031199,-0.032869
-0.006329,-0.065292,-0.031185,-0.032856
-0.00634,-0.065266,-0.031171,-0.032842
-0.006341,-0.065225,-0.031159,-0.032829
-0.006328,-0.065198,-0.031132,-0.032842
-0.006326,-0.065159,-0.031107,-0.032829
-0.006328,-0.065133,-0.031306,-0.032829
-0.006341,-0.065093,-0.032395,-0.032842
-0.006341,-0.065067,-0.034147,-0.032817
-0.006328,-0.06504,-0.03615,-0.032829
-0.006326,-0.065001,-0.038219,-0.032817
-0.006328,-0.064974,-0.040157,-0.032817
-0.00634,-0.065001,-0.041909,-0.032817
-0.006328,-0.065742,-0.043448,-0.032803
-0.006315,-0.067146,-0.044761,-0.032816
-0.00634,-0.068893,-0.045849,-0.032803
-0.006328,-0.070746,-0.046685,-0.032789
-0.006327,-0.072468,-0.047308,-0.032803
-0.006327,-0.074029,-0.047747,-0.032789
-0.006315,-0.075367,-0.048038,-0.032803
-0.006327,-0.076492,-0.04821,-0.03279
-0.006314,-0.077419,-0.048316,-0.032776
-0.00634,-0.078095,-0.048369,-0.032776
-0.006314,-0.078545,-0.048382,-0.032776
-0.006315,-0.078836,-0.048369,-0.032763
-0.006341,-0.079022,-0.04833,-0.032763
-0.006315,-0.079142,-0.048275,-0.032763
-0.006341,-0.079182,-0.04821,-0.03299
-0.006328,-0.079182,-0.048143,-0.03359
-0.006315,-0.079142,-0.048078,-0.034402
-0.006327,-0.079077,-0.048011,-0.035328
-0.006341,-0.079023,-0.047946,-0.036277
-0.006327,-0.078944,-0.047866,-0.037176
-0.006328,-0.078851,-0.047773,-0.038023
-0.006342,-0.078758,-0.047707,-0.038779
-0.006353,-0.07868,-0.047627,-0.039415
-0.006327,-0.078573,-0.047561,-0.039906
-0.00634,-0.078494,-0.047494,-0.040301
-0.006328,-0.0784,-0.047428,-0.040632
-0.006342,-0.078336,-0.04736,-0.040883
-0.006353,-0.078242,-0.047295,-0.041095
-0.006342,-0.078163,-0.047228,-0.041281
-0.00634,-0.078083,-0.047175,-0.041439
-0.006341,-0.078004,-0.047109,-0.041585
-0.006328,-0.077924,-0.047056,-0.041692
-0.006341,-0.077845,-0.047003,-0.041758
-0.006329,-0.077779,-0.046949,-0.041825
-0.006341,-0.077712,-0.046896,-0.041879
-0.006327,-0.077633,-0.046842,-0.041905
-0.006328,-0.077581,-0.04679,-0.041919
-0.00634,-0.077527,-0.046738,-0.04192
-0.006342,-0.077448,-0.046698,-0.04192
-0.006353,-0.077395,-0.046658,-0.041933
-0.006314,-0.077342,-0.046619,-0.04192
-0.006329,-0.077275,-0.046579,-0.041934
-0.00634,-0.077209,-0.046526,-0.041919
-0.006327,-0.07717,-0.046473,-0.041907
-0.006473,-0.077117,-0.046433,-0.041907
-0.006963,-0.077051,-0.046393,-0.041907
-0.007718,-0.076998,-0.046354,-0.041894
-0.008566,-0.076945,-0.046328,-0.041881
-0.009442,-0.076892,-0.046261,-0.041868
-0.010303,-0.076839,-0.046221,-0.041869
-0.011086,-0.076786,-0.046194,-0.041855
-0.011776,-0.07676,-0.046155,-0.041829
-0.012386,-0.076707,-0.046101,-0.041829
-0.012904,-0.076654,-0.046075,-0.041829
-0.013328,-0.0766,-0.046048,-0.041802
-0.013647,-0.076561,-0.046022,-0.041802
-0.013938,-0.07652,-0.045981,-0.041802
-0.01415,-0.076468,-0.045942,-0.041776
-0.014309,-0.076428,-0.045903,-0.041776
-0.014442,-0.076388,-0.045876,-0.041775
-0.014561,-0.076335,-0.045849,-0.041763
-0.014627,-0.076308,-0.045823,-0.041749
-0.014707,-0.076256,-0.045783,-0.041749
-0.014787,-0.07623,-0.045757,-0.041736
-0.014839,-0.076177,-0.045717,-0.041736
-0.014867,-0.07615,-0.045677,-0.041723
-0.014893,-0.07611,-0.045651,-0.04171
-0.014919,-0.076058,-0.045624,-0.04171
-0.014946,-0.076017,-0.045598,-0.041696
-0.014959,-0.075977,-0.045558,-0.041697
-0.014973,-0.075937,-0.045545,-0.041684
-0.014973,-0.075911,-0.045519,-0.041684
-0.014986,-0.075858,-0.045505,-0.04167
-0.014985,-0.075819,-0.045478,-0.041643
-0.014999,-0.075792,-0.045452,-0.041656
-0.014986,-0.07574,-0.045425,-0.041643
-0.014999,-0.075713,-0.045386,-0.041643
-0.015012,-0.075673,-0.045359,-0.041617
-0.014972,-0.075633,-0.045346,-0.041617
-0.014986,-0.075607,-0.04532,-0.041617
-0.014986,-0.075581,-0.045306,-0.041604
-0.014972,-0.075541,-0.045267,-0.041604
-0.014999,-0.075501,-0.045241,-0.041617
-0.014972,-0.075461,-0.045228,-0.041604
-0.014986,-0.075421,-0.045201,-0.041577
-0.014986,-0.075396,-0.045187,-0.041577
-0.014972,-0.075369,-0.045161,-0.041577
-0.014999,-0.075316,-0.045135,-0.041577
-0.014973,-0.075276,-0.045121,-0.041566
-0.014959,-0.075263,-0.045095,-0.041565
-0.01496,-0.075223,-0.045069,-0.041551
-0.01496,-0.075197,-0.045029,-0.041551
-0.014973,-0.075157,-0.045016,-0.041551
-0.014959,-0.07513,-0.044989,-0.041538
-0.014959,-0.075103,-0.044962,-0.041538
-0.01496,-0.075064,-0.045134,-0.041525
-0.01496,-0.075051,-0.046156,-0.041524
-0.014973,-0.075025,-0.047842,-0.041511
-0.01496,-0.074985,-0.049843,-0.041498
-0.014959,-0.074958,-0.05182,-0.041511
-0.014946,-0.07533,-0.053649,-0.041484
-0.014946,-0.07656,-0.055267,-0.041484
-0.014959,-0.078215,-0.056699,-0.041497
-0.014946,-0.080094,-0.057921,-0.041471
-0.014932,-0.081959,-0.058876,-0.041484
-0.014946,-0.083706,-0.059644,-0.041472
-0.014932,-0.085282,-0.060241,-0.041471
-0.014946,-0.086605,-0.06068,-0.041472
-0.014932,-0.087704,-0.061024,-0.041445
-0.01492,-0.088564,-0.061237,-0.041458
-0.014946,-0.089253,-0.061383,-0.041445
-0.014921,-0.089769,-0.061476,-0.041445
-0.014932,-0.09014,-0.061502,-0.041458
-0.014919,-0.090379,-0.061489,-0.041431
-0.014921,-0.090497,-0.061463,-0.041431
-0.014946,-0.09055,-0.061424,-0.041419
-0.014919,-0.090524,-0.06137,-0.041619
-0.014933,-0.090484,-0.061291,-0.042179
-0.014919,-0.090432,-0.061238,-0.042965
-0.014919,-0.09034,-0.061145,-0.043867
-0.014919,-0.090261,-0.061065,-0.044788
-0.01492,-0.090142,-0.060985,-0.045659
-0.01492,-0.090049,-0.060892,-0.046477
-0.014919,-0.089917,-0.060812,-0.047206
-0.014906,-0.089825,-0.060746,-0.047814
-0.014919,-0.089692,-0.060667,-0.048318
-0.014906,-0.0896,-0.060601,-0.048729
-0.014919,-0.089494,-0.060521,-0.049048
-0.014893,-0.089401,-0.060454,-0.049326
-0.014893,-0.089294,-0.060389,-0.04954
-0.014893,-0.089203,-0.060309,-0.049686
-0.014893,-0.089109,-0.060256,-0.049833
-0.014906,-0.089017,-0.06019,-0.049912
-0.014893,-0.088924,-0.060136,-0.049979
-0.014893,-0.088858,-0.060057,-0.050046
-0.014892,-0.088779,-0.060005,-0.050087
-0.014893,-0.088686,-0.059952,-0.0501
-0.014893,-0.08862,-0.059898,-0.050113
-0.014894,-0.088527,-0.059831,-0.050101
-0.014894,-0.088461,-0.059779,-0.050101
-0.014892,-0.088369,-0.059726,-0.050088
-0.014892,-0.088303,-0.059659,-0.050075
-0.014892,-0.088236,-0.05962,-0.050087
-0.014881,-0.088157,-0.059566,-0.050061
-0.014906,-0.088104,-0.059513,-0.050048
-0.015289,-0.088038,-0.059473,-0.050035
-0.015992,-0.087971,-0.059407,-0.050008
-0.016907,-0.087919,-0.059367,-0.049994
-0.017888,-0.087866,-0.059327,-0.049968
-0.018882,-0.087786,-0.059275,-0.049941
-0.019796,-0.087733,-0.059247,-0.049752
-0.020605,-0.08768,-0.059181,-0.049298
-0.021308,-0.087627,-0.059142,-0.048787
-0.021903,-0.087574,-0.059102,-0.048456
-0.022382,-0.087521,-0.059063,-0.04819
-0.022778,-0.087454,-0.059022,-0.047949
-0.023123,-0.087402,-0.058969,-0.047818
-0.023388,-0.087363,-0.05893,-0.047684
-0.023613,-0.087296,-0.058904,-0.047579
-0.023785,-0.087243,-0.058864,-0.0475
-0.023918,-0.08719,-0.058837,-0.047447
-0.024011,-0.087151,-0.058784,-0.047407
-0.024104,-0.087111,-0.058757,-0.047367
-0.024157,-0.087058,-0.058717,-0.047328
-0.024197,-0.087005,-0.058692,-0.047315
-0.024223,-0.086952,-0.058651,-0.047288
-0.024236,-0.086899,-0.058612,-0.047288
-0.02425,-0.086858,-0.058585,-0.047262
-0.024263,-0.086819,-0.058558,-0.047249
-0.024263,-0.086767,-0.058532,-0.047248
-0.024275,-0.086728,-0.058492,-0.047249
-0.024262,-0.086688,-0.058453,-0.047235
-0.024262,-0.086634,-0.058413,-0.047222
-0.024263,-0.086595,-0.058386,-0.047222
-0.024262,-0.086568,-0.05836,-0.047208
-0.024262,-0.086516,-0.058334,-0.047209
-0.024262,-0.086463,-0.05828,-0.047196
-0.024249,-0.086436,-0.058254,-0.047209
-0.024249,-0.086383,-0.058227,-0.047196
-0.024236,-0.08633,-0.058201,-0.047183
-0.024236,-0.08629,-0.058149,-0.047168
-0.024235,-0.08625,-0.058122,-0.047169
-0.024222,-0.086211,-0.058082,-0.047182
-0.024209,-0.086184,-0.058068,-0.047169
-0.024209,-0.086131,-0.058029,-0.047156
-0.024223,-0.086079,-0.058003,-0.047156
-0.024196,-0.086052,-0.057976,-0.047156
-0.024196,-0.086025,-0.057936,-0.04717
-0.024183,-0.085973,-0.057909,-0.04717
-0.024183,-0.085946,-0.057883,-0.047143
-0.024195,-0.085919,-0.057869,-0.04713
-0.024183,-0.085853,-0.057842,-0.04713
-0.024182,-0.085827,-0.057816,-0.04713
-0.024183,-0.0858,-0.057776,-0.04713
-0.02417,-0.085761,-0.057749,-0.04713
-0.024169,-0.085734,-0.057737,-0.04713
-0.024156,-0.085695,-0.058307,-0.047117
-0.024156,-0.085668,-0.05966,-0.047117
-0.024156,-0.085615,-0.061436,-0.047117
-0.024143,-0.085588,-0.063318,-0.047117
-0.024143,-0.085548,-0.065108,-0.047117
-0.024143,-0.085509,-0.066724,-0.047103
-0.024143,-0.085787,-0.068168,-0.047103
-0.024143,-0.086832,-0.0694,-0.04709
-0.024143,-0.08834,-0.070474,-0.04709
-0.024143,-0.090099,-0.071349,-0.047091
-0.024129,-0.091805,-0.072038,-0.047091
-0.024117,-0.093432,-0.07257,-0.047091
-0.024115,-0.094967,-0.072955,-0.047078
-0.024116,-0.09629,-0.073193,-0.047078
-0.024116,-0.097349,-0.073326,-0.047078
-0.024116,-0.098169,-0.073379,-0.047064
-0.024104,-0.098764,-0.073379,-0.047077
-0.024103,-0.099188,-0.073352,-0.047064
-0.024104,-0.099518,-0.073286,-0.047064
-0.024103,-0.099771,-0.073207,-0.047051
-0.024103,-0.099942,-0.073114,-0.047051
-0.02409,-0.100048,-0.073021,-0.047051
-0.02409,-0.100061,-0.072929,-0.047238
-0.024077,-0.100034,-0.072823,-0.047825
-0.024103,-0.099981,-0.07273,-0.04869
-0.024077,-0.099902,-0.072611,-0.049633
-0.024077,-0.099796,-0.072532,-0.050603
-0.024077,-0.099703,-0.072425,-0.051507
-0.024077,-0.099584,-0.072319,-0.052365
-0.024077,-0.099479,-0.072213,-0.053127
-0.024077,-0.099359,-0.072133,-0.053837
-0.024077,-0.099239,-0.072027,-0.05443
-0.024077,-0.099134,-0.071961,-0.054878
-0.024064,-0.099015,-0.071881,-0.05522
-0.024064,-0.098923,-0.071802,-0.055497
-0.024064,-0.098803,-0.071723,-0.05571
-0.02405,-0.098711,-0.07167,-0.055894
-0.024064,-0.098605,-0.071576,-0.056027
-0.02405,-0.098512,-0.071523,-0.05612
-0.024063,-0.09842,-0.071443,-0.056173
-0.02405,-0.098327,-0.071377,-0.056226
-0.024037,-0.098234,-0.071312,-0.056266
-0.024064,-0.098141,-0.071245,-0.056266
-0.024037,-0.098075,-0.071179,-0.056279
-0.024049,-0.097982,-0.071113,-0.056293
-0.024024,-0.097916,-0.071059,-0.056267
-0.024024,-0.097823,-0.070994,-0.056266
-0.024037,-0.097757,-0.07094,-0.056267
-0.024024,-0.097678,-0.070887,-0.056241
-0.024037,-0.097611,-0.07082,-0.056241
-0.024037,-0.097532,-0.070768,-0.056228
-0.024381,-0.097466,-0.070715,-0.056215
-0.025069,-0.0974,-0.070661,-0.056201
-0.025957,-0.097347,-0.070608,-0.056189
-0.026977,-0.097267,-0.070569,-0.056175
-0.027997,-0.097201,-0.070516,-0.056163
-0.028989,-0.097161,-0.07045,-0.056136
-0.029889,-0.097068,-0.07041,-0.056136
-0.030658,-0.09703,-0.07037,-0.056096
-0.031346,-0.096976,-0.070331,-0.056083
-0.031875,-0.09691,-0.070277,-0.05607
-0.032339,-0.096858,-0.070224,-0.056056
-0.032696,-0.096805,-0.070184,-0.056043
-0.032974,-0.096739,-0.070145,-0.056031
-0.033199,-0.0967,-0.070105,-0.056031
-0.033397,-0.096647,-0.070051,-0.056003
-0.033543,-0.096593,-0.070011,-0.056004
-0.033677,-0.096527,-0.069959,-0.055977
-0.033756,-0.096474,-0.069932,-0.055964
-0.033809,-0.096435,-0.069893,-0.055965
-0.033848,-0.096368,-0.069866,-0.055937
-0.033888,-0.096315,-0.069827,-0.055937
-0.033914,-0.096262,-0.069787,-0.055911
-0.033941,-0.096235,-0.069747,-0.055912
-0.033954,-0.096196,-0.069708,-0.055912
-0.033968,-0.096143,-0.069681,-0.055886
-0.033968,-0.096103,-0.069641,-0.055885
-0.033966,-0.096063,-0.069588,-0.055872
-0.033967,-0.09601,-0.069562,-0.055858
-0.033967,-0.095971,-0.069522,-0.055859
-0.033966,-0.095931,-0.069495,-0.055832
-0.033942,-0.095904,-0.069442,-0.055832
-0.033966,-0.095851,-0.069415,-0.055832
-0.03394,-0.095812,-0.069389,-0.055806
-0.033927,-0.095786,-0.069349,-0.055806
-0.033927,-0.095733,-0.069309,-0.055806
-0.033927,-0.095693,-0.06927,-0.055779
-0.033941,-0.095667,-0.069243,-0.055793
-0.033941,-0.09564,-0.069204,-0.055766
-0.033927,-0.095602,-0.069178,-0.055753
-0.033927,-0.095561,-0.069151,-0.055754
-0.033914,-0.095509,-0.069111,-0.055754
-0.033927,-0.095482,-0.069086,-0.055753
-0.0339,-0.095442,-0.069046,-0.055727
-0.0339,-0.095415,-0.069019,-0.055727
-0.0339,-0.095377,-0.069006,-0.055727
-0.033887,-0.095322,-0.068966,-0.055714
-0.033887,-0.095283,-0.068926,-0.055701
-0.033888,-0.095256,-0.068913,-0.055701
-0.033887,-0.095217,-0.068873,-0.055701
-0.033887,-0.095191,-0.068861,-0.055688
-0.033874,-0.095137,-0.06882,-0.055674
-0.033874,-0.095098,-0.06931,-0.055674
-0.033861,-0.095071,-0.070583,-0.055674
-0.033861,-0.095045,-0.072239,-0.055661
-0.033861,-0.094992,-0.074015,-0.055648
-0.033848,-0.095019,-0.075697,-0.055648
-0.033847,-0.095771,-0.077221,-0.055648
-0.033848,-0.09716,-0.078519,-0.055635
-0.033848,-0.098904,-0.079619,-0.055621
-0.033847,-0.10074,-0.080481,-0.055609
-0.033847,-0.102443,-0.08117,-0.055609
-0.033834,-0.103921,-0.081674,-0.055596
-0.033821,-0.105202,-0.082111,-0.055582
-0.033821,-0.10627,-0.080965,-0.055582
-0.033821,-0.107233,-0.077238,-0.055582
-0.033821,-0.10805,-0.074583,-0.055569
-0.033821,-0.10867,-0.073048,-0.055569
-0.033822,-0.109171,-0.071783,-0.055555
-0.033822,-0.109566,-0.070641,-0.055569
-0.033808,-0.109856,-0.070028,-0.055543
-0.033782,-0.110054,-0.069523,-0.055543
-0.033808,-0.110119,-0.069045,-0.05553
-0.033781,-0.110157,-0.068832,-0.055529
-0.033782,-0.11013,-0.068606,-0.055703
-0.033781,-0.110038,-0.068393,-0.056248
-0.033781,-0.109958,-0.068326,-0.057047
-0.033781,-0.109852,-0.068206,-0.057936
-0.033768,-0.109747,-0.06814,-0.058827
-0.033769,-0.109627,-0.068126,-0.059689
-0.033768,-0.109494,-0.06806,-0.060453
-0.033754,-0.109375,-0.06802,-0.061148
-0.033768,-0.109242,-0.067994,-0.061739
-0.033755,-0.109109,-0.067968,-0.062211
-0.033755,-0.10899,-0.067968,-0.062608
-0.033768,-0.108858,-0.067954,-0.062884
-0.033755,-0.108725,-0.067928,-0.063122
-0.033742,-0.108618,-0.067928,-0.063321
-0.033742,-0.108499,-0.067915,-0.063467
-0.033742,-0.108393,-0.067901,-0.063573
-0.033742,-0.108273,-0.067901,-0.063639
-0.033742,-0.108193,-0.067888,-0.06368
-0.033741,-0.108073,-0.067874,-0.06372
-0.033741,-0.107967,-0.067861,-0.063721
-0.033741,-0.107874,-0.067835,-0.063734
-0.033754,-0.107795,-0.067822,-0.063721
-0.033728,-0.107689,-0.067808,-0.063709
-0.033741,-0.10761,-0.067796,-0.063722
-0.033728,-0.10753,-0.067796,-0.063683
-0.033715,-0.107424,-0.067769,-0.063683
-0.033741,-0.107344,-0.067756,-0.063657
-0.03386,-0.107278,-0.067742,-0.06363
-0.034416,-0.107185,-0.067729,-0.063631
-0.035223,-0.10712,-0.067717,-0.063605
-0.036137,-0.107066,-0.067717,-0.063591
-0.03709,-0.107,-0.06769,-0.063565
-0.038003,-0.10692,-0.06769,-0.06354
-0.038876,-0.106854,-0.067663,-0.063527
-0.039644,-0.106788,-0.06765,-0.063514
-0.040291,-0.106721,-0.067636,-0.063487
-0.04086,-0.106656,-0.067624,-0.063474
-0.041311,-0.106602,-0.06761,-0.063461
-0.04168,-0.106536,-0.067611,-0.063449
-0.041958,-0.106483,-0.067584,-0.063435
-0.042183,-0.106418,-0.067584,-0.063409
-0.042341,-0.106351,-0.067558,-0.063409
-0.042447,-0.106298,-0.067545,-0.063383
-0.042553,-0.106244,-0.067532,-0.063382
-0.042606,-0.106179,-0.067518,-0.063344
-0.042633,-0.106139,-0.067505,-0.063356
-0.04266,-0.106087,-0.067479,-0.063317
-0.042685,-0.106033,-0.067465,-0.063317
-0.042699,-0.10598,-0.067465,-0.063291
-0.042712,-0.105927,-0.067426,-0.063291
-0.042699,-0.105874,-0.067413,-0.063279
-0.042725,-0.105822,-0.067399,-0.063265
-0.042698,-0.105782,-0.067385,-0.063239
-0.042698,-0.105729,-0.067373,-0.06324
-0.042699,-0.10569,-0.067359,-0.063213
-0.042686,-0.105636,-0.067346,-0.063214
-0.042686,-0.105583,-0.067319,-0.063175
-0.042685,-0.105544,-0.067307,-0.063176
-0.042685,-0.105505,-0.067279,-0.063163
-0.042658,-0.105452,-0.067279,-0.06315
-0.042659,-0.105399,-0.067254,-0.063137
-0.042659,-0.105346,-0.06724,-0.063125
-0.042646,-0.105319,-0.067239,-0.063112
-0.042645,-0.105266,-0.067214,-0.063113
-0.042632,-0.105212,-0.067201,-0.063086
-0.042619,-0.105172,-0.067188,-0.063087
-0.042619,-0.105133,-0.067161,-0.063074
-0.042606,-0.105093,-0.06716,-0.063061
-0.042606,-0.105053,-0.067134,-0.063047
-0.042592,-0.105,-0.067107,-0.063035
-0.042579,-0.104961,-0.067108,-0.063008
-0.042579,-0.104921,-0.067081,-0.063022
-0.042566,-0.104881,-0.067068,-0.062995
-0.042566,-0.104842,-0.067055,-0.062982
-0.042553,-0.104801,-0.067043,-0.062969
-0.04254,-0.104762,-0.067042,-0.06297
-0.042539,-0.104736,-0.067015,-0.062969
-0.042526,-0.104683,-0.067016,-0.062944
-0.042526,-0.104656,-0.067201,-0.062944
-0.042526,-0.104604,-0.068288,-0.062931
-0.042526,-0.104591,-0.070009,-0.062931
-0.042513,-0.104551,-0.072048,-0.062904
-0.042499,-0.104525,-0.074127,-0.062905
-0.042499,-0.104485,-0.076007,-0.062904
-0.042499,-0.104487,-0.077675,-0.062904
-0.042487,-0.105172,-0.079078,-0.062878
-0.042487,-0.10649,-0.080243,-0.062878
-0.042487,-0.108166,-0.081236,-0.062852
-0.042486,-0.109946,-0.082031,-0.062865
-0.042486,-0.111663,-0.082639,-0.062853
-0.042459,-0.113207,-0.083036,-0.062839
-0.042459,-0.114462,-0.083301,-0.062839
-0.042447,-0.115491,-0.083461,-0.062826
-0.042447,-0.11627,-0.08354,-0.06284
-0.042461,-0.116825,-0.083567,-0.0628
-0.042447,-0.117194,-0.083553,-0.0628
-0.04246,-0.11742,-0.083514,-0.0628
-0.042447,-0.117511,-0.083473,-0.0628
-0.042447,-0.117565,-0.083409,-0.062787
-0.042446,-0.117537,-0.083354,-0.062761
-0.04242,-0.117484,-0.083275,-0.062801
-0.04242,-0.117405,-0.083209,-0.0632
-0.042421,-0.117313,-0.083143,-0.06388
-0.042421,-0.117206,-0.083036,-0.064783
-0.042421,-0.117087,-0.08297,-0.065714
-0.042408,-0.116981,-0.082891,-0.066617
-0.042408,-0.116848,-0.082812,-0.067467
-0.042394,-0.116729,-0.082746,-0.068224
-0.042394,-0.116637,-0.082679,-0.068889
-0.042394,-0.116504,-0.082626,-0.069459
-0.042393,-0.116385,-0.08256,-0.069926
-0.042393,-0.116292,-0.082493,-0.070275
-0.042394,-0.116186,-0.082453,-0.070532
-0.042381,-0.116094,-0.082401,-0.070727
-0.042381,-0.115974,-0.082335,-0.070857
-0.042381,-0.115881,-0.082269,-0.070947
-0.042381,-0.115788,-0.082215,-0.071025
-0.042367,-0.115683,-0.082162,-0.071051
-0.042368,-0.115603,-0.08211,-0.071077
-0.042367,-0.115511,-0.082043,-0.071076
-0.042354,-0.115418,-0.081991,-0.071089
-0.042354,-0.115339,-0.081937,-0.071102
-0.042355,-0.115259,-0.081871,-0.071076
-0.042354,-0.115179,-0.081818,-0.07105
-0.042354,-0.115074,-0.081792,-0.071037
-0.042327,-0.115021,-0.081739,-0.071037
-0.042341,-0.114955,-0.081699,-0.071025
-0.042314,-0.114862,-0.08166,-0.071012
-0.042315,-0.114796,-0.081621,-0.070985
-0.042433,-0.114743,-0.081568,-0.070987
-0.04291,-0.114664,-0.081515,-0.07096
-0.043663,-0.114598,-0.081489,-0.070948
-0.044589,-0.114531,-0.081436,-0.070935
-0.045541,-0.114452,-0.081395,-0.070909
-0.046467,-0.114386,-0.081341,-0.070883
-0.04734,-0.114333,-0.081303,-0.070871
-0.048146,-0.114253,-0.08125,-0.070844
-0.04882,-0.114201,-0.081224,-0.07083
-0.049415,-0.114148,-0.081157,-0.070804
-0.049904,-0.114095,-0.081103,-0.070791
-0.050287,-0.114029,-0.081076,-0.070779
-0.050604,-0.113976,-0.081037,-0.070765
-0.05083,-0.113923,-0.080998,-0.07074
-0.051015,-0.113856,-0.080945,-0.070727
-0.05116,-0.113816,-0.080919,-0.0707
-0.051239,-0.113777,-0.080865,-0.070701
-0.051332,-0.113738,-0.080838,-0.070675
-0.051372,-0.113659,-0.080812,-0.070648
-0.051411,-0.113632,-0.080759,-0.070636
-0.051438,-0.113579,-0.080732,-0.070622
-0.051451,-0.113526,-0.080692,-0.070623
-0.051464,-0.113487,-0.080653,-0.070609
-0.051464,-0.113434,-0.080626,-0.070583
-0.051464,-0.113381,-0.080573,-0.070583
-0.051464,-0.113329,-0.080546,-0.070557
-0.051451,-0.113289,-0.08052,-0.070544
-0.051464,-0.113236,-0.080494,-0.070545
-0.05145,-0.113182,-0.080467,-0.070519
-0.051424,-0.113143,-0.080401,-0.070506
-0.051424,-0.113076,-0.080375,-0.070505
-0.051424,-0.113037,-0.080348,-0.070466
-0.051411,-0.112997,-0.080309,-0.070465
-0.051411,-0.112945,-0.080282,-0.070466
-0.051411,-0.112905,-0.080244,-0.070426
-0.051384,-0.112865,-0.080216,-0.070426
-0.051384,-0.112825,-0.08019,-0.070414
-0.051384,-0.112786,-0.080151,-0.070427
-0.051357,-0.112733,-0.080111,-0.070387
-0.051345,-0.112693,-0.080085,-0.070387
-0.051358,-0.11264,-0.080058,-0.070374
-0.051332,-0.1126,-0.080031,-0.070361
-0.051344,-0.11256,-0.079991,-0.070348
-0.051317,-0.11252,-0.079965,-0.070335
-0.051304,-0.11248,-0.079938,-0.070335
-0.051317,-0.112428,-0.079912,-0.070322
-0.051317,-0.112402,-0.079885,-0.070322
-0.051318,-0.112375,-0.079846,-0.070296
-0.051278,-0.112336,-0.079819,-0.070296
-0.051277,-0.112282,-0.079792,-0.070269
-0.05129,-0.112243,-0.079752,-0.070271
-0.051264,-0.112203,-0.079859,-0.070243
-0.05125,-0.112176,-0.080667,-0.070257
-0.051251,-0.112124,-0.082083,-0.070257
-0.051252,-0.112097,-0.083763,-0.070218
-0.051252,-0.112045,-0.085511,-0.070218
-0.051238,-0.112018,-0.087139,-0.070204
-0.051237,-0.112019,-0.088555,-0.070191
-0.051224,-0.112784,-0.089773,-0.070192
-0.051211,-0.114277,-0.09074,-0.070178
-0.051211,-0.116168,-0.091521,-0.070178
-0.051212,-0.118203,-0.092144,-0.070166
-0.051212,-0.120186,-0.092568,-0.070165
-0.051199,-0.12197,-0.092859,-0.070153
-0.051199,-0.123504,-0.093018,-0.07014
-0.051198,-0.124759,-0.093097,-0.070126
-0.051184,-0.125738,-0.093123,-0.070127
-0.051171,-0.126464,-0.093098,-0.070127
-0.051171,-0.126926,-0.093044,-0.0701
-0.051171,-0.127217,-0.092965,-0.070101
-0.051172,-0.122957,-0.092886,-0.070087
-0.051172,-0.116154,-0.09278,-0.070088
-0.051158,-0.111408,-0.092701,-0.070274
-0.051145,-0.108093,-0.092595,-0.070819
-0.051132,-0.106333,-0.092476,-0.071563
-0.051144,-0.104715,-0.092383,-0.072427
-0.051131,-0.103441,-0.092291,-0.073278
-0.051131,-0.102783,-0.092186,-0.074061
-0.051132,-0.102594,-0.092106,-0.07478
-0.051119,-0.102158,-0.092,-0.07539
-0.051119,-0.102077,-0.091921,-0.075922
-0.051105,-0.10222,-0.091841,-0.076362
-0.051105,-0.10218,-0.091762,-0.076706
-0.051119,-0.102313,-0.091671,-0.076933
-0.051093,-0.102444,-0.091591,-0.077119
-0.051092,-0.102457,-0.091511,-0.07724
