,Servo Displacement (deg),Spring Displacement (deg),Spring Displacement (rad),Tz (Nm),Spring Moment (Nm),Force (N),Fx (N),Fy (N),"Min Laminate Length (m, 2*r)"
108,17.599999999999987,35.199999999999974,0.6143558967020035,-0.23082223999999998,-0.1270246749235461,8.071915647770462,-4.652913032771521,6.59592469136713,0.03147324141293065
109,18.479999999999986,36.959999999999965,0.6450736915371036,-0.24054524,-0.13370640602407974,8.454116620729113,-5.0830995342336545,6.755308058257731,0.031631076793106366
110,19.359999999999985,38.719999999999985,0.6757914863722041,-0.24840324,-0.13953575461767342,8.776374035237389,-5.489753954320044,6.847433294849716,0.03179804189234266
111,20.239999999999984,40.479999999999976,0.7065092812073042,-0.25699424,-0.14596698775635414,9.13025192344823,-5.927200472450291,6.9447674363520004,0.0319743614919284
112,21.119999999999983,42.23999999999997,0.7372270760424042,-0.26600624,-0.1528476808880446,9.505371216755831,-6.389867979101982,7.037163432660733,0.03216027599608283
113,21.999999999999982,43.99999999999996,0.7679448708775043,-0.27286724,-0.15870466090894564,9.809893282618079,-6.814524482080134,7.056646675261969,0.0323560422803275
114,22.87999999999998,45.75999999999995,0.7986626657126044,-0.28127024,-0.1656806075412161,10.176336848729417,-7.290569100369105,7.09967843296803,0.03256193461439957
115,23.75999999999998,47.51999999999997,0.8293804605477049,-0.28998224,-0.1730893340083458,10.561232335064807,-7.789047382577587,7.132346690057884,0.03277824566621158
116,24.63999999999998,49.27999999999996,0.8600982553828049,-0.29788724,-0.18027953874331698,10.924282252010862,-8.279586326193012,7.126597574489331,0.03300528759409021
117,25.51999999999998,51.03999999999996,0.890816050217905,-0.30650724,-0.18818236666193489,11.321489676443514,-8.80342191486836,7.118700097815088,0.033243393235341395
118,26.399999999999977,52.79999999999995,0.9215338450530051,-0.31484024,-0.19621115148564908,11.716575725054192,-9.332603101801697,7.083831312585761,0.03349291740010353
119,27.279999999999976,54.55999999999997,0.9522516398881056,-0.31501524,-0.19939565181651733,11.814554969935898,-9.62559182574995,6.850670853404997,0.03375423828047908
120,26.399999999999977,52.79999999999995,0.9215338450530051,-0.29938623999999997,-0.18658008547242527,11.141465118941746,-8.874510297860104,6.7361199491822115,0.03349291740010353
121,25.51999999999998,51.03999999999996,0.890816050217905,-0.28034124,-0.17211755916806887,10.354993423781355,-8.051888809730468,6.510988819088263,0.033243393235341395
122,24.63999999999998,49.27999999999996,0.8600982553828049,-0.26239724,-0.15880120744587595,9.62277374455057,-7.293164354185784,6.27754157625783,0.03300528759409021
123,23.75999999999998,47.51999999999997,0.8293804605477049,-0.24603624,-0.14685812801334844,8.960707019456656,-6.6086389676527455,6.051459434199442,0.03277824566621158
124,22.87999999999998,45.75999999999995,0.7986626657126044,-0.23016424,-0.13557691392257593,8.327325481614412,-5.965893498558322,5.809687120715216,0.03256193461439957
125,21.999999999999982,43.99999999999996,0.7679448708775043,-0.21616323999999998,-0.12572456006510357,7.771318814325089,-5.398411663876409,5.590218924264617,0.0323560422803275
126,21.119999999999983,42.23999999999997,0.7372270760424042,-0.20249824,-0.11635586581694725,7.2359992079122435,-4.864310775568678,5.3570668481542265,0.03216027599608283
127,20.239999999999984,40.479999999999976,0.7065092812073042,-0.18909024,-0.10739903255001382,6.7178218759505555,-4.361092917349973,5.109794450194621,0.0319743614919284
