,Servo Displacement (deg),Spring Displacement (deg),Spring Displacement (rad),Tz (Nm),Spring Moment (Nm),Force (N),Fx (N),Fy (N),"Min Laminate Length (m, 2*r)"
50,-19.35999999999999,-38.719999999999985,-0.6757914863722041,-0.15212204,-0.08545163760899374,5.374647778520695,3.3619230193182332,4.193365278071494,0.03179804189234266
51,-18.47999999999999,-36.959999999999994,-0.645073691537104,-0.14483004,-0.08050337696444838,5.090144574654074,3.0604867045676816,4.067307822386296,0.031631076793106366
52,-17.59999999999999,-35.199999999999974,-0.6143558967020035,-0.13545304,-0.07454168356310072,4.736829142261501,2.7304613937743705,3.87067576788415,0.03147324141293065
53,-16.71999999999999,-33.43999999999998,-0.5836381018669035,-0.12733204,-0.06941105684974279,4.431767008324664,2.4421847713238143,3.6981471521275346,0.03132432581377159
54,-15.839999999999993,-31.67999999999999,-0.5529203070318034,-0.11928404,-0.06444321750994324,4.133077232707092,2.170587306288402,3.517225917865011,0.03118413418455966
55,-14.959999999999994,-29.919999999999995,-0.5222025121967033,-0.11158604,-0.059776441639310875,3.8500263802333756,1.9203558649063341,3.3369052249970714,0.03105248418359535
56,-14.079999999999995,-28.15999999999998,-0.4914847173616028,-0.10401204,-0.05527753406988097,3.5744553850210905,1.6869119743039158,3.1513583246683226,0.030929206335333692
57,-13.199999999999996,-26.399999999999984,-0.46076692252650275,-0.09537804,-0.0503125221884758,3.2655473435358537,1.4519772282299275,2.924989159223639,0.030814143477704812
58,-12.319999999999997,-24.639999999999993,-0.4300491276914027,-0.08767103999999999,-0.04592642934216845,2.9912531093597337,1.2470996580335492,2.718885361170434,0.030707150256501583
59,-11.439999999999998,-22.880000000000003,-0.3993313328563026,-0.08076504,-0.04203619929304524,2.746737587009469,1.0679380892912977,2.530627512956313,0.03060809266371344
60,-10.559999999999999,-21.120000000000008,-0.36861353802120256,-0.07278304,-0.03765624615922623,2.4678988230912404,0.8892393463401949,2.302124667765756,0.030516847617001387
61,-9.68,-19.359999999999992,-0.33789574318610205,-0.06513804,-0.03351663032161121,2.202628534049627,0.7301769919364035,2.0780794064367014,0.03043330257779731
62,-8.8,-17.599999999999998,-0.307177948351002,-0.05763104,-0.02950610042854727,1.9439177246201806,0.5877821900212566,1.852924234065256,0.030357355205773873
63,-7.920000000000001,-15.840000000000007,-0.2764601535159019,-0.049684040000000006,-0.02532280289392446,1.6720839637967806,0.4563985542658126,1.6085910423878498,0.030288913047672898
64,-7.040000000000001,-14.07999999999999,-0.2457423586808014,-0.04238904,-0.021517748931458046,1.423701529398734,0.3463530507301159,1.380929255632683,0.03022789325870226
65,-6.160000000000001,-12.319999999999997,-0.21502456384570134,-0.03541404,-0.017913281102390283,1.1873234638288044,0.25334090123422365,1.1599807737718162,0.030174222354916975
66,-5.280000000000001,-10.560000000000004,-0.18430676901060128,-0.02757504,-0.013905273107390164,0.923084758534253,0.16916920905521313,0.9074509629428323,0.030127835995190855
67,-4.400000000000001,-8.800000000000011,-0.15358897417550121,-0.01969704,-0.009906829710211281,0.6585087885606387,0.10074251771833824,0.6507570742876102,0.030088678791563347
68,-3.5200000000000014,-7.039999999999995,-0.1228711793404007,-0.011228039999999998,-0.005635262604431208,0.374975418255229,0.04595782779988639,0.3721484144257502,0.030056704146913096
69,-2.6400000000000015,-5.280000000000002,-0.09215338450530064,-0.0031750399999999996,-0.0015908951788290138,0.10594711289222743,0.009749572053020497,0.10549756667801084,0.03003187411906769
70,-1.7600000000000016,-3.52000000000001,-0.061435589670200574,-0.0005900399999999996,-0.0002952985510403862,0.019677282844035,0.0012081251623379807,0.019640160226339295,0.030014159310608624
71,-0.8800000000000017,-1.7599999999999922,-0.030717794835100065,0.0037709600000000003,0.0018859248466374108,-0.1257134940134008,-0.003861034049293614,-0.12565418812410334,0.03000353878377408
72,-1.7763568394002505e-15,0.0,0.0,0.00904196,0.00452098,-0.30139866666666665,0.0,-0.30139866666666665,0.03
73,0.8799999999999981,1.7599999999999922,0.030717794835100065,0.014596959999999999,0.007300201951060848,-0.4866227283168877,0.014945626465456253,-0.48639316192163573,0.03000353878377408
74,1.759999999999998,3.5199999999999845,0.06143558967020013,0.01900496,0.009511452021185857,-0.6337976634797161,0.038913243822836896,-0.6326019583336207,0.030014159310608624
75,2.639999999999998,5.280000000000002,0.09215338450530064,0.024223960000000003,0.012137730918711854,-0.8083232415392568,0.0743843363956002,-0.804893429785284,0.03003187411906769
76,3.519999999999998,7.039999999999995,0.1228711793404007,0.029610960000000002,0.014861501701927349,-0.9888976269178645,0.12120150985116944,-0.9814421585267167,0.030056704146913096
77,4.399999999999998,8.799999999999986,0.15358897417550077,0.03452196,0.017363176344401262,-1.154133517439109,0.17656608134886026,-1.1405474979120676,0.030088678791563347
78,5.279999999999998,10.560000000000004,0.18430676901060128,0.039848959999999996,0.02009464616716662,-1.333958812732134,0.24446807855483893,-1.311366261817586,0.030127835995190855
79,6.1599999999999975,12.319999999999997,0.21502456384570134,0.04441096,0.022464141637243612,-1.488962424483693,0.3177020365673348,-1.4546733370366438,0.030174222354916975
80,7.039999999999997,14.07999999999999,0.2457423586808014,0.049707959999999995,0.02523301785496815,-1.6695187877642683,0.40615460014122917,-1.6193614245998298,0.03022789325870226
81,7.919999999999997,15.839999999999982,0.2764601535159015,0.05501196,0.028038320150463942,-1.8513916366911773,0.5053409306354449,-1.781089985439966,0.030288913047672898
82,8.799999999999997,17.599999999999998,0.307177948351002,0.059906959999999995,0.030671332291226466,-2.0206854044645413,0.6109944249889611,-1.9260984700810173,0.030357355205773873
83,9.679999999999996,19.359999999999992,0.33789574318610205,0.06472496,0.03330408094718651,-2.188660324462031,0.7255464947364711,-2.0649010387546087,0.03043330257779731
84,10.559999999999995,21.119999999999983,0.3686135380212021,0.06983496,0.03613097837462845,-2.3679364807326526,0.8532206703937292,-2.2088770143213985,0.030516847617001387
85,11.439999999999994,22.880000000000003,0.3993313328563026,0.07415196,0.03859425524372822,-2.521833403195525,0.9804948091352984,-2.3234185250900143,0.03060809266371344
86,12.319999999999993,24.639999999999993,0.4300491276914027,0.08031796000000001,0.04207452215517362,-2.740372962239649,1.1425038467657314,-2.4908490384404303,0.030707150256501583
87,13.199999999999992,26.399999999999984,0.46076692252650275,0.08834496,0.0466025277961259,-3.024749192191214,1.3449098990594044,-2.709303423220335,0.030814143477704812
88,12.319999999999993,24.639999999999993,0.4300491276914027,0.07193696000000001,0.03768413960334449,-2.454421155239938,1.0232861183804038,-2.2309344963981617,0.030707150256501583
89,13.199999999999992,26.399999999999984,0.46076692252650275,0.07757196000000001,0.0409197018381124,-2.6559038947630875,1.1809083041459316,-2.3789243526049577,0.030814143477704812
90,14.079999999999991,28.15999999999998,0.4914847173616028,0.08611996000000001,0.04576873045655856,-2.959580013811872,1.3967305299518622,-2.6092638204779273,0.030929206335333692
