,Servo Displacement (deg),Spring Displacement (deg),Spring Displacement (rad),Tz (Nm),Spring Moment (Nm),Force (N),Fx (N),Fy (N)
98,-15.83999999999999,30.511755286687873,0.5325305903154898,0.03993722,0.018929771319594963,2.1071164031817866,-0.1637392315825279,2.1007448680405036
99,-16.719999999999988,32.369297057664134,0.5649508102123519,0.04240822,0.020081721520770254,2.2443331515382887,-0.2287049445536847,2.232649847922975
100,-17.599999999999987,34.22822380771197,0.5973952025540843,0.04465622,0.021135101487485177,2.371172802392337,-0.3000504924299425,2.352111851251483
101,-18.479999999999986,36.08770218784765,0.6298492226571026,0.04694322,0.022216123367823012,2.5016211995299,-0.37923020365898,2.4727096632176986
102,-19.359999999999985,37.94684090214546,0.6622973144728936,0.049194220000000004,0.023291493870968877,2.6318421887427044,-0.4659196253540608,2.590272612903113
103,-20.239999999999984,39.804692652650836,0.6947229445331526,0.052226220000000004,0.024750710059456615,2.8058691665320867,-0.569091657614555,2.747550994054339
104,-21.119999999999983,41.66025670492872,0.72710864672705,0.05512522,0.02616411028993677,2.975120301514785,-0.6810888723964277,2.896110971006323
105,-21.999999999999982,43.51248208724631,0.7594360781375027,0.05778522,0.02748414278443885,3.1339713342138533,-0.8001396874547401,3.030107721556115
106,-22.87999999999998,45.36027142465851,0.7916860859585899,0.06047522,0.028841504312075543,3.297120162740437,-0.9295599417493984,3.163371568792446
107,-23.75999999999998,47.2024853964257,0.8238387852921694,0.06340422,0.030339635888072456,3.4762886990456496,-1.0732734479922539,3.3064584111927546
108,-24.63999999999998,49.03794779157727,0.8558736473841053,0.06572022,0.03157406911294168,3.624970511371711,-1.2168874246605352,3.4146150887058315
109,-25.0,49.7865942652674,0.8689399932834432,0.06850222,0.03297106834973818,3.788145045285712,-1.313550725394212,3.5531151650261816
110,-25.0,49.7865942652674,0.8689399932834432,0.07146322000000001,0.034396238707480965,3.951887147061261,-1.3703287932859136,3.706698129251904
111,-25.0,49.7865942652674,0.8689399932834432,0.07390622,0.03557208848254534,4.08698405845527,-1.4171740549743381,3.8334131517454653
112,-25.0,49.7865942652674,0.8689399932834432,0.07690822,0.03701699270880128,4.2529934436393955,-1.4747383102296192,3.989122729119871
113,-25.0,49.7865942652674,0.8689399932834432,0.07969522,0.03835841445382969,4.4071134158273235,-1.5281798756514944,4.1336805546170305
114,-25.0,49.7865942652674,0.8689399932834432,0.08260122,0.039757112548932876,4.567814039859658,-1.5839033019579056,4.284410745106713
115,-25.0,49.7865942652674,0.8689399932834432,0.08557822,0.04118998392853444,4.732440935160505,-1.6409881746744188,4.4388236071465546
116,-25.0,49.7865942652674,0.8689399932834432,0.08837722,0.04253718143995696,4.887224502492407,-1.6946598437149025,4.584003856004305
117,-25.0,49.7865942652674,0.8689399932834432,0.09127222,0.04393058508253222,5.047316830976098,-1.7501723417042558,4.734163491746778
118,-25.0,49.7865942652674,0.8689399932834432,0.09404822,0.045266712375032714,5.200828507615383,-1.8034029788090729,4.878150762496729
119,-25.0,49.7865942652674,0.8689399932834432,0.09646822000000001,0.04643149193117508,5.334653528316776,-1.849807208561831,5.003672806882492
120,-25.0,49.7865942652674,0.8689399932834432,0.09930422,0.04779649805564604,5.49148318067593,-1.9041883637596912,5.150772194435395
121,-25.0,49.7865942652674,0.8689399932834432,0.09526622,0.04585295266403329,5.268183414728728,-1.8267584960978573,4.94132673359667
122,-25.0,49.7865942652674,0.8689399932834432,0.08966922000000001,0.043159038955054456,4.958671579660257,-1.719434333318441,4.651018104494555
123,-25.0,49.7865942652674,0.8689399932834432,0.08487922,0.04085354553607845,4.693786518024028,-1.627584638890461,4.402567446392155
124,-25.0,49.7865942652674,0.8689399932834432,0.08042722000000001,0.03871073620386945,4.4475927196097285,-1.542216196386626,4.171648379613055
125,-25.0,49.7865942652674,0.8689399932834432,0.07605822,0.03660787592255293,4.2059887876079145,-1.4584393039115018,3.9450344077447066
126,-25.0,49.7865942652674,0.8689399932834432,0.07207222,0.03468935885198125,3.9855646006179337,-1.382006551930306,3.7382861148018747
127,-25.0,49.7865942652674,0.8689399932834432,0.06903322,0.03322664601267686,3.8175091304065556,-1.323732810517648,3.5806573987323143
128,-25.0,49.7865942652674,0.8689399932834432,0.06513522000000001,0.03135048456232854,3.6019513078057157,-1.2489874850729157,3.378473543767146
129,-25.0,49.7865942652674,0.8689399932834432,0.061789220000000006,0.02974000836610857,3.4169188618276722,-1.1848269260841844,3.204921163389143
