16_10,32_10
0.000877,0
0.000878,0
0.000877,-0.000013
0.000877,-0.000001
0.000877,0
0.000891,0
0.000851,0
0.000877,-0.000026
0.000865,0
0.000877,0
0.000891,-0.000027
0.000865,0
0.000878,-0.000027
0.000878,0.000013
0.00089,-0.000013
0.00089,0
0.000877,-0.000001
0.000891,-0.000014
0.000878,-0.000014
0.00089,0
0.000865,0
0.000865,0
0.000878,-0.000014
0.000877,-0.000001
0.000877,0
0.000891,0
0.000878,-0.000014
0.000877,0
0.000865,0
0.000865,0
0.000864,-0.000014
0.000865,0
0.000878,-0.000013
0.000864,-0.000013
0.000877,0
0.00089,-0.000013
0.000878,-0.000014
0.000878,-0.000013
0.000891,-0.000014
0.00089,-0.000014
0.00089,-0.000014
0.000878,0.000013
0.000877,-0.000014
0.000891,-0.000014
0.000878,-0.000001
0.000878,-0.000026
0.000865,0
0.000878,-0.000026
0.000877,0
0.000877,0
0.000877,-0.000013
0.000878,-0.000014
0.000877,-0.000014
0.000878,-0.000014
0.000877,0
0.00089,-0.000027
0.000877,-0.000001
0.000864,-0.000013
0.00089,-0.000014
0.000877,0
0.000904,-0.000013
0.000877,0
0.00089,-0.000014
0.000878,0
0.000878,0
0.00089,-0.000012
0.000865,0
0.00089,0
0.000904,-0.000014
0.000877,-0.000014
0.000891,-0.000025
0.000877,-0.000013
0.000904,-0.000013
0.000877,-0.000014
0.000877,0
0.000891,-0.000026
0.000865,-0.000027
0.000891,-0.000027
0.00089,-0.000013
0.000878,0
0.00089,-0.000026
0.000865,-0.000013
0.000891,-0.000012
0.000904,-0.000013
0.000877,-0.000014
0.000878,-0.000025
0.000878,-0.000014
0.000877,-0.000014
0.00089,-0.000014
0.000877,0
0.000891,-0.000012
0.000865,0
0.000864,-0.000013
0.000865,-0.000026
0.000865,0
0.00089,-0.000013
0.000865,0
0.000864,-0.000013
0.000878,-0.000014
0.000877,0
0.00089,-0.000013
0.000865,-0.000014
0.000878,-0.000014
0.00089,0
0.000865,0
0.000864,-0.000027
0.000865,-0.000014
0.000813,0
0.00075,-0.000027
0.00066,-0.000014
0.000544,-0.000013
0.000442,-0.000014
0.000326,-0.000013
0.00025,0
0.000147,0
0.000083,-0.000014
0.000006,-0.000014
-0.000045,0
-0.000097,-0.000014
-0.000135,-0.000014
-0.000161,-0.000014
-0.000188,0
-0.000187,0
-0.000199,0
-0.000213,-0.000014
-0.000226,-0.000014
-0.000226,0
-0.000226,0
-0.000212,-0.000014
-0.000226,0
-0.000213,-0.000013
-0.000227,0
-0.000213,0
-0.000213,-0.000014
-0.000226,-0.000014
-0.000213,-0.000027
-0.000213,0
-0.000213,-0.000026
-0.000214,-0.000065
-0.000213,-0.000129
-0.000214,-0.000257
-0.000213,-0.000373
-0.000213,-0.000487
-0.000227,-0.000616
-0.000227,-0.000732
-0.000213,-0.000835
-0.000213,-0.000926
-0.000214,-0.001003
-0.0002,-0.001081
-0.000214,-0.001132
-0.0002,-0.001183
-0.0002,-0.001236
-0.000201,-0.001248
-0.000214,-0.001275
-0.000214,-0.001287
-0.0002,-0.001287
-0.0002,-0.0013
-0.000214,-0.0013
-0.000188,-0.001313
-0.000215,-0.001313
-0.000201,-0.001313
-0.000214,-0.001313
-0.0002,-0.001313
-0.000201,-0.001313
-0.000215,-0.001301
-0.000201,-0.001314
-0.000201,-0.001301
-0.000201,-0.001301
-0.000188,-0.0013
-0.000187,-0.001301
-0.000174,-0.0013
-0.000201,-0.001314
-0.0002,-0.001301
-0.000188,-0.0013
-0.0002,-0.0013
-0.000188,-0.0013
-0.000188,-0.001287
-0.000188,-0.001287
-0.000188,-0.001301
-0.000187,-0.001301
-0.000188,-0.001301
-0.000188,-0.001287
-0.000187,-0.001275
-0.000188,-0.001288
-0.000187,-0.001275
-0.000174,-0.001288
-0.000188,-0.001261
-0.000201,-0.001274
-0.000176,-0.001287
-0.000201,-0.001262
-0.000189,-0.001275
-0.000176,-0.001262
-0.000175,-0.001248
-0.000175,-0.001275
-0.000188,-0.001262
-0.000176,-0.001275
-0.000189,-0.001261
-0.000175,-0.001261
-0.000175,-0.00126
-0.000175,-0.001262
-0.000175,-0.001248
-0.000175,-0.001248
-0.000188,-0.001249
-0.000176,-0.001274
-0.000188,-0.001235
-0.000175,-0.001234
-0.000176,-0.001263
-0.000175,-0.001249
-0.000252,-0.001262
-0.000356,-0.001263
-0.000527,-0.001249
-0.000723,-0.001249
-0.000934,-0.001249
-0.001159,-0.001262
-0.001344,-0.001235
-0.001503,-0.001236
-0.001661,-0.001249
-0.001767,-0.001235
-0.00186,-0.001262
-0.001939,-0.001235
-0.002019,-0.001235
-0.002059,-0.001248
-0.002111,-0.001235
-0.002125,-0.001235
-0.002152,-0.001235
-0.002152,-0.001235
-0.002165,-0.001234
-0.002178,-0.001235
-0.002179,-0.001248
-0.002192,-0.001235
-0.002179,-0.001235
-0.002179,-0.001248
-0.002179,-0.001222
-0.002166,-0.001236
-0.002179,-0.001236
-0.002179,-0.001222
-0.002167,-0.001236
-0.002167,-0.001248
-0.002166,-0.001338
-0.002166,-0.001603
-0.002166,-0.001947
-0.002153,-0.002357
-0.002179,-0.002781
-0.002154,-0.003178
-0.002167,-0.003534
-0.002153,-0.003853
-0.00214,-0.004118
-0.00214,-0.004342
-0.002141,-0.004541
-0.002154,-0.0047
-0.002153,-0.004833
-0.002141,-0.004925
-0.00214,-0.004977
-0.002154,-0.00503
-0.002141,-0.005071
-0.002141,-0.005097
-0.002141,-0.005111
-0.002154,-0.005111
-0.002141,-0.00515
-0.00214,-0.005124
-0.00214,-0.005124
-0.002114,-0.005124
-0.002141,-0.005124
-0.002142,-0.005124
-0.00214,-0.005111
-0.002127,-0.005098
-0.002127,-0.005112
-0.00214,-0.005098
-0.002141,-0.005071
-0.002141,-0.005072
-0.002128,-0.005072
-0.002127,-0.005058
-0.002141,-0.005059
-0.002114,-0.005058
-0.002141,-0.005046
-0.002127,-0.005032
-0.002127,-0.005046
-0.002129,-0.005032
-0.002101,-0.005045
-0.002128,-0.005005
-0.002128,-0.005006
-0.002115,-0.005006
-0.002128,-0.005006
-0.002114,-0.004993
-0.002114,-0.004993
-0.002128,-0.004979
-0.002102,-0.004993
-0.002114,-0.004967
-0.002114,-0.004966
-0.002114,-0.004966
-0.002115,-0.004966
-0.002102,-0.004966
-0.002128,-0.004953
-0.002102,-0.004953
-0.002101,-0.00494
-0.002101,-0.004926
-0.002088,-0.00494
-0.002101,-0.004939
-0.002088,-0.004913
-0.002089,-0.004913
-0.002101,-0.004913
-0.002088,-0.004926
-0.002101,-0.004913
-0.002101,-0.004926
-0.002101,-0.004901
-0.002088,-0.0049
-0.002089,-0.0049
-0.002102,-0.004901
-0.002142,-0.004886
-0.002274,-0.004886
-0.002472,-0.004886
-0.002684,-0.004886
-0.002922,-0.004873
-0.003134,-0.004874
-0.003346,-0.004873
-0.003518,-0.004874
-0.003664,-0.004873
-0.00377,-0.004874
-0.003876,-0.004874
-0.003942,-0.004873
-0.004008,-0.004873
-0.004048,-0.004873
-0.004075,-0.004847
-0.004089,-0.004846
-0.004115,-0.004846
-0.004114,-0.004833
-0.004115,-0.004846
-0.004128,-0.004833
-0.004128,-0.004833
-0.004115,-0.004821
-0.004129,-0.004821
-0.004116,-0.004821
-0.004115,-0.004821
-0.004102,-0.004821
-0.004102,-0.004821
-0.004102,-0.004821
-0.004103,-0.00482
-0.004102,-0.004808
-0.004089,-0.004808
-0.00409,-0.004873
-0.00409,-0.005124
-0.00409,-0.005508
-0.004089,-0.005959
-0.004089,-0.00641
-0.004064,-0.006834
-0.004063,-0.007246
-0.004063,-0.00759
-0.004063,-0.007882
-0.00405,-0.008121
-0.00405,-0.008307
-0.00405,-0.008465
-0.004051,-0.008585
-0.00405,-0.008678
-0.00405,-0.008758
-0.004038,-0.008824
-0.00405,-0.00885
-0.004037,-0.00889
-0.004037,-0.00889
-0.004024,-0.008904
-0.004024,-0.008904
-0.004024,-0.008891
-0.004024,-0.008877
-0.004024,-0.008878
-0.004011,-0.008878
-0.004011,-0.008865
-0.004024,-0.008865
-0.004012,-0.008838
-0.004011,-0.008825
-0.004011,-0.008825
-0.004011,-0.008825
-0.004011,-0.008812
-0.004012,-0.008799
-0.004011,-0.008772
-0.003998,-0.008772
-0.003999,-0.008772
-0.004011,-0.008759
-0.003999,-0.008745
-0.003985,-0.008745
-0.003985,-0.008719
-0.003985,-0.008719
-0.003985,-0.008706
-0.003972,-0.008706
-0.003985,-0.008693
-0.003985,-0.008693
-0.003972,-0.008679
-0.003971,-0.008665
-0.003971,-0.008665
-0.003984,-0.008653
-0.003958,-0.008653
-0.003945,-0.008653
-0.003971,-0.008639
-0.003959,-0.008639
-0.003959,-0.008626
-0.003958,-0.008626
-0.003945,-0.008613
-0.003972,-0.008599
-0.003945,-0.008586
-0.003945,-0.008586
-0.003946,-0.008586
-0.003946,-0.008586
-0.003959,-0.008573
-0.003932,-0.008573
-0.003945,-0.008573
-0.003932,-0.00856
-0.003932,-0.008546
-0.003932,-0.008533
-0.003933,-0.008547
-0.003919,-0.008533
-0.003919,-0.00852
-0.003919,-0.008519
-0.004011,-0.00852
-0.004144,-0.008507
-0.004368,-0.008507
-0.004567,-0.008507
-0.004778,-0.008506
-0.004976,-0.008507
-0.00516,-0.008494
-0.00532,-0.008481
-0.005439,-0.008467
-0.005532,-0.00848
-0.00561,-0.008467
-0.005677,-0.008466
-0.005742,-0.008466
-0.005782,-0.008467
-0.005795,-0.008454
-0.005835,-0.00844
-0.005849,-0.00844
-0.005861,-0.00844
-0.005875,-0.00844
-0.005876,-0.008427
-0.005875,-0.008427
-0.005862,-0.008414
-0.005849,-0.008414
-0.005849,-0.008401
-0.005849,-0.008399
-0.005849,-0.008388
-0.005849,-0.008388
-0.00585,-0.008388
-0.005849,-0.008388
-0.005849,-0.008387
-0.005835,-0.008493
-0.005835,-0.008771
-0.005835,-0.009168
-0.005822,-0.009619
-0.005822,-0.010043
-0.005822,-0.010453
-0.005823,-0.010824
-0.005809,-0.011156
-0.005809,-0.011435
-0.005809,-0.01166
-0.005809,-0.011847
-0.005796,-0.011979
-0.005796,-0.012111
-0.005796,-0.012204
-0.005783,-0.012271
-0.005783,-0.012311
-0.005783,-0.012351
-0.005783,-0.012391
-0.005783,-0.012417
-0.005769,-0.012417
-0.005783,-0.01243
-0.005783,-0.012417
-0.00577,-0.01243
-0.005782,-0.012417
-0.005783,-0.012417
-0.005783,-0.012417
-0.00577,-0.012391
-0.005756,-0.012391
-0.00577,-0.012391
-0.00577,-0.012378
-0.005756,-0.012365
-0.005757,-0.012351
-0.005756,-0.012351
-0.005756,-0.012324
-0.005756,-0.012311
-0.005756,-0.012311
-0.005744,-0.012298
-0.005744,-0.012298
-0.005757,-0.012285
-0.005744,-0.012259
-0.005743,-0.012259
-0.005743,-0.012259
-0.00573,-0.012246
-0.005743,-0.012232
-0.00573,-0.012217
-0.005743,-0.012205
-0.00573,-0.012205
-0.005716,-0.012205
-0.00573,-0.012192
-0.005718,-0.012192
-0.005731,-0.012166
-0.005731,-0.012153
-0.005731,-0.012152
-0.00573,-0.012152
-0.00573,-0.012139
-0.00573,-0.012139
-0.005704,-0.012112
-0.00569,-0.012112
-0.005716,-0.0121
-0.005704,-0.0121
-0.005691,-0.012087
-0.005704,-0.012073
-0.005691,-0.012073
-0.005704,-0.012073
-0.005691,-0.01206
-0.00569,-0.012059
-0.00569,-0.012046
-0.005704,-0.012033
-0.005703,-0.01202
-0.005704,-0.012019
-0.005704,-0.01202
-0.005769,-0.01202
-0.005902,-0.012019
-0.006061,-0.011993
-0.00622,-0.011993
-0.00638,-0.011993
-0.006512,-0.011979
-0.006645,-0.011966
-0.006751,-0.011967
-0.006857,-0.011953
-0.006923,-0.011953
-0.006977,-0.011953
-0.007043,-0.011939
-0.007082,-0.011939
-0.007123,-0.011939
-0.007123,-0.011926
-0.007136,-0.011913
-0.00715,-0.011913
-0.00715,-0.0119
-0.00715,-0.0119
-0.00715,-0.0119
-0.00715,-0.011887
-0.007163,-0.011886
-0.007163,-0.011873
-0.007149,-0.011874
-0.007136,-0.011873
-0.007136,-0.01186
-0.007136,-0.01186
-0.007149,-0.011848
-0.007149,-0.011834
-0.007137,-0.011834
-0.007123,-0.01186
-0.007123,-0.012031
-0.007123,-0.012348
-0.007123,-0.012759
-0.007123,-0.013196
-0.007123,-0.01362
-0.007096,-0.014004
-0.007123,-0.014348
-0.007084,-0.014654
-0.007084,-0.014893
-0.007097,-0.015091
-0.007084,-0.015251
-0.007084,-0.015397
-0.00707,-0.015503
-0.00707,-0.015569
-0.00707,-0.015622
-0.007056,-0.015662
-0.00707,-0.015702
-0.00707,-0.015715
-0.007057,-0.015728
-0.00707,-0.015714
-0.007056,-0.015728
-0.007056,-0.015716
-0.007044,-0.015702
-0.007057,-0.015689
-0.007057,-0.015689
-0.007044,-0.015662
-0.007044,-0.015649
-0.007031,-0.015649
-0.007031,-0.015623
-0.007044,-0.015609
-0.007031,-0.015596
-0.007032,-0.015596
-0.007018,-0.01557
-0.007018,-0.01557
-0.007032,-0.015543
-0.007006,-0.01553
-0.007019,-0.015517
-0.007006,-0.015503
-0.007006,-0.015476
-0.007019,-0.015476
-0.00702,-0.015476
-0.007007,-0.015451
-0.006994,-0.015424
-0.006994,-0.015423
-0.007007,-0.015423
-0.006993,-0.015423
-0.006993,-0.015397
-0.006994,-0.015384
-0.006994,-0.015371
-0.006994,-0.015357
-0.006994,-0.015357
-0.006994,-0.015331
-0.00698,-0.015317
-0.006967,-0.015317
-0.00698,-0.015304
-0.006967,-0.015304
-0.00698,-0.01529
-0.006981,-0.015265
-0.006966,-0.015264
-0.006966,-0.01525
-0.006966,-0.01525
-0.00698,-0.015237
-0.006966,-0.015237
-0.006966,-0.015224
-0.006966,-0.01521
-0.006954,-0.015197
-0.006966,-0.015198
-0.006954,-0.015197
-0.006954,-0.015184
-0.006966,-0.01517
-0.007006,-0.015157
-0.007099,-0.015157
-0.007244,-0.015157
-0.00739,-0.015143
-0.007535,-0.01513
-0.007681,-0.01513
-0.0078,-0.015131
-0.007906,-0.015117
-0.007999,-0.01509
-0.008077,-0.015091
-0.008157,-0.01509
-0.00821,-0.01509
-0.00825,-0.01509
-0.008302,-0.01509
-0.008329,-0.015064
-0.008329,-0.01505
-0.008342,-0.01505
-0.008356,-0.01505
-0.008356,-0.01505
-0.008356,-0.01505
-0.008343,-0.01505
-0.008356,-0.015037
-0.008344,-0.01501
-0.008357,-0.01501
-0.008343,-0.01501
-0.00833,-0.01501
-0.00833,-0.014997
-0.008331,-0.014997
-0.008317,-0.014997
-0.008317,-0.014983
-0.008305,-0.014997
-0.008291,-0.015155
-0.008304,-0.015473
-0.008304,-0.01587
-0.008291,-0.016294
-0.008291,-0.016704
-0.00829,-0.017101
-0.008278,-0.01746
-0.008278,-0.017751
-0.008277,-0.017989
-0.008265,-0.018201
-0.008265,-0.018386
-0.008266,-0.018532
-0.008266,-0.018638
-0.008265,-0.018731
-0.008252,-0.018797
-0.008252,-0.018863
-0.008253,-0.018903
-0.00824,-0.018955
-0.008239,-0.018969
-0.008239,-0.018995
-0.00824,-0.018995
-0.00824,-0.018969
-0.008225,-0.018969
-0.008225,-0.018969
-0.008212,-0.018969
-0.008226,-0.018968
-0.008226,-0.018942
-0.008213,-0.018942
-0.008226,-0.018942
-0.008213,-0.018903
-0.008213,-0.018903
-0.008213,-0.018889
-0.0082,-0.018875
-0.0082,-0.018849
-0.0082,-0.018849
-0.008199,-0.018849
-0.008199,-0.018823
-0.008187,-0.01881
-0.008187,-0.018796
-0.008187,-0.018783
-0.008173,-0.018782
-0.008186,-0.018769
-0.008174,-0.018756
-0.008187,-0.018756
-0.008174,-0.018717
-0.008187,-0.018715
-0.008173,-0.018717
-0.00816,-0.018716
-0.008159,-0.01869
-0.008159,-0.01869
-0.00816,-0.01869
-0.008159,-0.01865
-0.008159,-0.01865
-0.008159,-0.018637
-0.008147,-0.018623
-0.008146,-0.018623
-0.008159,-0.018596
-0.008147,-0.018597
-0.008159,-0.018583
-0.008146,-0.01857
-0.008133,-0.01857
-0.008133,-0.01857
-0.008146,-0.01857
-0.008146,-0.018543
-0.008147,-0.018544
-0.008133,-0.018531
-0.008146,-0.018531
-0.00812,-0.018504
-0.008133,-0.018503
-0.008132,-0.018503
-0.008172,-0.018503
-0.008278,-0.01849
-0.008409,-0.018463
-0.008568,-0.018464
-0.008714,-0.018464
-0.00886,-0.018451
-0.008978,-0.01845
-0.009098,-0.018436
-0.009177,-0.018436
-0.009256,-0.018437
-0.009322,-0.018436
-0.009362,-0.01841
-0.009415,-0.018397
-0.009441,-0.018397
-0.009454,-0.018397
-0.009468,-0.01837
-0.009494,-0.018371
-0.009467,-0.01837
-0.009494,-0.01837
-0.00948,-0.01837
-0.009481,-0.01837
-0.009467,-0.01833
-0.009468,-0.01833
-0.009468,-0.01833
-0.009455,-0.01833
-0.009442,-0.01833
-0.009455,-0.018304
-0.009442,-0.018304
-0.009429,-0.018304
-0.009429,-0.01829
-0.009429,-0.018303
-0.009429,-0.01833
-0.009416,-0.018527
-0.009416,-0.018858
-0.009403,-0.019282
-0.009403,-0.019719
-0.009402,-0.020129
-0.009389,-0.020526
-0.009389,-0.020856
