n,t,x,y,z,,,,,,,,,,,,,,,,,,,,,,,,
300,1.401869,0.204956,0.066237,0.342649,,,,,,,,,,,,,,,,,,,,,,,,
301,1.406542,0.204965,0.066227,0.342654,,,,,,,,,,,,,,,,,,,,,,,,
302,1.411215,0.204965,0.066216,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
303,1.415888,0.204966,0.066216,0.342661,,,,,,,,,,,,,,,,,,,,,,,,
304,1.420561,0.204975,0.066203,0.342662,,,,,,,,,,,,,,,,,,,,,,,,
305,1.425234,0.204971,0.066201,0.342661,,,,,,,,,,,,,,,,,,,,,,,,
306,1.429907,0.204966,0.066213,0.342644,,,,,,,,,,,,,,,,,,,,,,,,
307,1.434579,0.204966,0.06622,0.342644,,,,,,,,,,,,,,,,,,,,,,,,
308,1.439252,0.204964,0.06622,0.342644,,,,,,,,,,,,,,,,,,,,,,,,
309,1.443925,0.204951,0.066248,0.342636,,,,,,,,,,,,,,,,,,,,,,,,
310,1.448598,0.204956,0.066238,0.342646,,,,,,,,,,,,,,,,,,,,,,,,
311,1.453271,0.204951,0.066246,0.342646,,,,,,,,,,,,,,,,,,,,,,,,
312,1.457944,0.204947,0.06624,0.34265,,,,,,,,,,,,,,,,,,,,,,,,
313,1.462617,0.204958,0.06622,0.342661,,,,,,,,,,,,,,,,,,,,,,,,
314,1.46729,0.20496,0.066212,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
315,1.471963,0.204953,0.066216,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
316,1.476636,0.204951,0.066216,0.342656,,,,,,,,,,,,,,,,,,,,,,,,
317,1.481308,0.204961,0.066209,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
318,1.485981,0.204951,0.066218,0.342655,,,,,,,,,,,,,,,,,,,,,,,,
319,1.490654,0.204978,0.066184,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
320,1.495327,0.20497,0.066202,0.342657,,,,,,,,,,,,,,,,,,,,,,,,
321,1.5,0.204981,0.066197,0.342651,,,,,,,,,,,,,,,,,,,,,,,,
322,1.504673,0.204979,0.066205,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
323,1.509346,0.20497,0.066204,0.342656,,,,,,,,,,,,,,,,,,,,,,,,
324,1.514019,0.204978,0.066197,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
325,1.518692,0.204989,0.066177,0.342674,,,,,,,,,,,,,,,,,,,,,,,,
326,1.523364,0.204989,0.066157,0.342687,,,,,,,,,,,,,,,,,,,,,,,,
327,1.528037,0.205,0.066146,0.342691,,,,,,,,,,,,,,,,,,,,,,,,
328,1.53271,0.205005,0.066134,0.342698,,,,,,,,,,,,,,,,,,,,,,,,
329,1.537383,0.204997,0.066145,0.342691,,,,,,,,,,,,,,,,,,,,,,,,
330,1.542056,0.205002,0.06614,0.342696,,,,,,,,,,,,,,,,,,,,,,,,
331,1.546729,0.204992,0.066158,0.342679,,,,,,,,,,,,,,,,,,,,,,,,
332,1.551402,0.204995,0.066163,0.342678,,,,,,,,,,,,,,,,,,,,,,,,
333,1.556075,0.204999,0.066152,0.342676,,,,,,,,,,,,,,,,,,,,,,,,
334,1.560748,0.204996,0.066162,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
335,1.565421,0.204992,0.066168,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
336,1.570093,0.204997,0.066158,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
337,1.574766,0.204991,0.066166,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
338,1.579439,0.204992,0.066169,0.342671,,,,,,,,,,,,,,,,,,,,,,,,
339,1.584112,0.20498,0.066175,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
340,1.588785,0.204981,0.066177,0.342672,,,,,,,,,,,,,,,,,,,,,,,,
341,1.593458,0.20498,0.066178,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
342,1.598131,0.204979,0.066189,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
343,1.602804,0.204975,0.066193,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
344,1.607477,0.204969,0.066208,0.342656,,,,,,,,,,,,,,,,,,,,,,,,
345,1.61215,0.204956,0.066232,0.342643,,,,,,,,,,,,,,,,,,,,,,,,
346,1.616822,0.204954,0.066235,0.342636,,,,,,,,,,,,,,,,,,,,,,,,
347,1.621495,0.204969,0.066222,0.342648,,,,,,,,,,,,,,,,,,,,,,,,
348,1.626168,0.204952,0.066242,0.342634,,,,,,,,,,,,,,,,,,,,,,,,
349,1.630841,0.204959,0.066239,0.342638,,,,,,,,,,,,,,,,,,,,,,,,
350,1.635514,0.20496,0.066221,0.342645,,,,,,,,,,,,,,,,,,,,,,,,
351,1.640187,0.204959,0.066219,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
352,1.64486,0.204965,0.066218,0.342657,,,,,,,,,,,,,,,,,,,,,,,,
353,1.649533,0.204963,0.066213,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
354,1.654206,0.204959,0.066221,0.342657,,,,,,,,,,,,,,,,,,,,,,,,
355,1.658879,0.204965,0.066209,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
356,1.663551,0.204953,0.066228,0.342655,,,,,,,,,,,,,,,,,,,,,,,,
357,1.668224,0.204961,0.066223,0.342656,,,,,,,,,,,,,,,,,,,,,,,,
358,1.672897,0.204953,0.066234,0.342647,,,,,,,,,,,,,,,,,,,,,,,,
359,1.67757,0.204956,0.066235,0.342648,,,,,,,,,,,,,,,,,,,,,,,,
360,1.682243,0.204953,0.06624,0.342643,,,,,,,,,,,,,,,,,,,,,,,,
361,1.686916,0.204966,0.066212,0.342655,,,,,,,,,,,,,,,,,,,,,,,,
362,1.691589,0.204958,0.066223,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
363,1.696262,0.204963,0.066215,0.342655,,,,,,,,,,,,,,,,,,,,,,,,
364,1.700935,0.204967,0.066205,0.342659,,,,,,,,,,,,,,,,,,,,,,,,
365,1.705607,0.204969,0.06619,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
366,1.71028,0.204967,0.06619,0.342668,,,,,,,,,,,,,,,,,,,,,,,,
367,1.714953,0.20497,0.066189,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
368,1.719626,0.204977,0.066184,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
369,1.724299,0.20498,0.066182,0.34267,,,,,,,,,,,,,,,,,,,,,,,,
370,1.728972,0.20498,0.066177,0.34267,,,,,,,,,,,,,,,,,,,,,,,,
371,1.733645,0.204973,0.066179,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
372,1.738318,0.204979,0.066177,0.342661,,,,,,,,,,,,,,,,,,,,,,,,
373,1.742991,0.204982,0.06618,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
374,1.747664,0.204983,0.066172,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
375,1.752336,0.204981,0.066171,0.342659,,,,,,,,,,,,,,,,,,,,,,,,
376,1.757009,0.204991,0.066146,0.342675,,,,,,,,,,,,,,,,,,,,,,,,
377,1.761682,0.204997,0.06614,0.342683,,,,,,,,,,,,,,,,,,,,,,,,
378,1.766355,0.205004,0.066123,0.342691,,,,,,,,,,,,,,,,,,,,,,,,
379,1.771028,0.205,0.066132,0.342687,,,,,,,,,,,,,,,,,,,,,,,,
380,1.775701,0.204997,0.066136,0.34269,,,,,,,,,,,,,,,,,,,,,,,,
381,1.780374,0.204999,0.066131,0.342692,,,,,,,,,,,,,,,,,,,,,,,,
382,1.785047,0.204999,0.066144,0.34269,,,,,,,,,,,,,,,,,,,,,,,,
383,1.78972,0.205003,0.066137,0.342687,,,,,,,,,,,,,,,,,,,,,,,,
384,1.794393,0.204995,0.066151,0.342677,,,,,,,,,,,,,,,,,,,,,,,,
385,1.799065,0.204988,0.066176,0.342671,,,,,,,,,,,,,,,,,,,,,,,,
386,1.803738,0.20499,0.066167,0.342674,,,,,,,,,,,,,,,,,,,,,,,,
387,1.808411,0.204987,0.066168,0.342674,,,,,,,,,,,,,,,,,,,,,,,,
388,1.813084,0.204993,0.066168,0.342674,,,,,,,,,,,,,,,,,,,,,,,,
389,1.817757,0.204996,0.066167,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
390,1.82243,0.204991,0.066178,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
391,1.827103,0.204991,0.066176,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
392,1.831776,0.204984,0.066182,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
393,1.836449,0.204983,0.066184,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
394,1.841121,0.204978,0.066203,0.342656,,,,,,,,,,,,,,,,,,,,,,,,
395,1.845794,0.204975,0.066206,0.342659,,,,,,,,,,,,,,,,,,,,,,,,
396,1.850467,0.204971,0.066215,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
397,1.85514,0.204963,0.066232,0.342647,,,,,,,,,,,,,,,,,,,,,,,,
398,1.859813,0.20497,0.066219,0.342654,,,,,,,,,,,,,,,,,,,,,,,,
399,1.864486,0.204959,0.066237,0.342648,,,,,,,,,,,,,,,,,,,,,,,,
400,1.869159,0.204965,0.066226,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
401,1.873832,0.204962,0.066225,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
402,1.878505,0.204954,0.06623,0.342647,,,,,,,,,,,,,,,,,,,,,,,,
403,1.883178,0.204956,0.066229,0.34265,,,,,,,,,,,,,,,,,,,,,,,,
404,1.88785,0.204949,0.066244,0.342645,,,,,,,,,,,,,,,,,,,,,,,,
405,1.892523,0.204963,0.06621,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
406,1.897196,0.204952,0.066223,0.342654,,,,,,,,,,,,,,,,,,,,,,,,
407,1.901869,0.20495,0.066229,0.342651,,,,,,,,,,,,,,,,,,,,,,,,
408,1.906542,0.204953,0.06623,0.342651,,,,,,,,,,,,,,,,,,,,,,,,
409,1.911215,0.20495,0.066234,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
410,1.915888,0.204954,0.066236,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
411,1.920561,0.204955,0.066236,0.342649,,,,,,,,,,,,,,,,,,,,,,,,
412,1.925234,0.204963,0.06622,0.342656,,,,,,,,,,,,,,,,,,,,,,,,
413,1.929907,0.204963,0.066217,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
414,1.934579,0.204964,0.066216,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
415,1.939252,0.204972,0.066203,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
416,1.943925,0.204975,0.066203,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
417,1.948598,0.20498,0.066186,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
418,1.953271,0.204985,0.066182,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
419,1.957944,0.204982,0.066181,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
420,1.962617,0.204989,0.066176,0.342672,,,,,,,,,,,,,,,,,,,,,,,,
421,1.96729,0.204983,0.066189,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
422,1.971963,0.204985,0.066184,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
423,1.976636,0.204982,0.066182,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
424,1.981308,0.204982,0.066191,0.342668,,,,,,,,,,,,,,,,,,,,,,,,
425,1.985981,0.204985,0.066185,0.342676,,,,,,,,,,,,,,,,,,,,,,,,
426,1.990654,0.204987,0.06618,0.342682,,,,,,,,,,,,,,,,,,,,,,,,
427,1.995327,0.204986,0.066177,0.34268,,,,,,,,,,,,,,,,,,,,,,,,
428,2,0.204994,0.066166,0.342684,,,,,,,,,,,,,,,,,,,,,,,,
429,2.004673,0.204996,0.06616,0.342688,,,,,,,,,,,,,,,,,,,,,,,,
430,2.009346,0.205001,0.066151,0.342683,,,,,,,,,,,,,,,,,,,,,,,,
431,2.014019,0.204997,0.066156,0.342679,,,,,,,,,,,,,,,,,,,,,,,,
432,2.018692,0.204999,0.066157,0.342677,,,,,,,,,,,,,,,,,,,,,,,,
433,2.023364,0.205,0.066162,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
434,2.028037,0.204986,0.066181,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
435,2.03271,0.204991,0.066172,0.342675,,,,,,,,,,,,,,,,,,,,,,,,
436,2.037383,0.204979,0.0662,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
437,2.042056,0.204976,0.066206,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
438,2.046729,0.204984,0.066194,0.342671,,,,,,,,,,,,,,,,,,,,,,,,
439,2.051402,0.204972,0.066215,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
440,2.056075,0.204972,0.066201,0.342668,,,,,,,,,,,,,,,,,,,,,,,,
441,2.060748,0.204985,0.066184,0.342676,,,,,,,,,,,,,,,,,,,,,,,,
442,2.065421,0.204986,0.066182,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
443,2.070093,0.20498,0.066189,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
444,2.074766,0.20497,0.066205,0.342647,,,,,,,,,,,,,,,,,,,,,,,,
445,2.079439,0.204973,0.066209,0.342647,,,,,,,,,,,,,,,,,,,,,,,,
446,2.084112,0.204959,0.066222,0.342643,,,,,,,,,,,,,,,,,,,,,,,,
447,2.088785,0.20496,0.066228,0.342644,,,,,,,,,,,,,,,,,,,,,,,,
448,2.093458,0.204953,0.066242,0.342642,,,,,,,,,,,,,,,,,,,,,,,,
449,2.098131,0.204951,0.066241,0.342649,,,,,,,,,,,,,,,,,,,,,,,,
450,2.102804,0.204953,0.066235,0.34265,,,,,,,,,,,,,,,,,,,,,,,,
451,2.107477,0.204951,0.066238,0.342659,,,,,,,,,,,,,,,,,,,,,,,,
452,2.11215,0.204945,0.06624,0.342656,,,,,,,,,,,,,,,,,,,,,,,,
453,2.116822,0.20496,0.066213,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
454,2.121495,0.204952,0.066219,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
455,2.126168,0.204954,0.066223,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
456,2.130841,0.204965,0.066203,0.342661,,,,,,,,,,,,,,,,,,,,,,,,
457,2.135514,0.20496,0.066217,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
458,2.140187,0.204965,0.066211,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
459,2.14486,0.20496,0.066221,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
460,2.149533,0.204959,0.066224,0.342649,,,,,,,,,,,,,,,,,,,,,,,,
461,2.154206,0.204958,0.066228,0.342649,,,,,,,,,,,,,,,,,,,,,,,,
462,2.158879,0.204962,0.066221,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
463,2.163551,0.20499,0.066173,0.34268,,,,,,,,,,,,,,,,,,,,,,,,
464,2.168224,0.204982,0.066185,0.342676,,,,,,,,,,,,,,,,,,,,,,,,
465,2.172897,0.204993,0.066172,0.342682,,,,,,,,,,,,,,,,,,,,,,,,
466,2.17757,0.204993,0.066164,0.342682,,,,,,,,,,,,,,,,,,,,,,,,
467,2.182243,0.204994,0.066164,0.342683,,,,,,,,,,,,,,,,,,,,,,,,
468,2.186916,0.20499,0.066172,0.342675,,,,,,,,,,,,,,,,,,,,,,,,
469,2.191589,0.204991,0.066164,0.34268,,,,,,,,,,,,,,,,,,,,,,,,
470,2.196262,0.204986,0.066175,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
471,2.200935,0.204973,0.066197,0.342657,,,,,,,,,,,,,,,,,,,,,,,,
472,2.205607,0.204982,0.06619,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
473,2.21028,0.204974,0.066195,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
474,2.214953,0.204974,0.066203,0.342657,,,,,,,,,,,,,,,,,,,,,,,,
475,2.219626,0.204986,0.066182,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
476,2.224299,0.204987,0.066178,0.34267,,,,,,,,,,,,,,,,,,,,,,,,
477,2.228972,0.204995,0.066166,0.342674,,,,,,,,,,,,,,,,,,,,,,,,
478,2.233645,0.205001,0.066149,0.342685,,,,,,,,,,,,,,,,,,,,,,,,
479,2.238318,0.205008,0.066132,0.342693,,,,,,,,,,,,,,,,,,,,,,,,
480,2.242991,0.204999,0.066161,0.342679,,,,,,,,,,,,,,,,,,,,,,,,
481,2.247664,0.204988,0.066177,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
482,2.252336,0.204982,0.066184,0.342672,,,,,,,,,,,,,,,,,,,,,,,,
483,2.257009,0.204976,0.0662,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
484,2.261682,0.204986,0.066185,0.342668,,,,,,,,,,,,,,,,,,,,,,,,
485,2.266355,0.204976,0.066204,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
486,2.271028,0.204972,0.066211,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
487,2.275701,0.204991,0.066184,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
488,2.280374,0.204985,0.066187,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
489,2.285047,0.204991,0.066181,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
490,2.28972,0.204991,0.066173,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
491,2.294393,0.204991,0.066176,0.342675,,,,,,,,,,,,,,,,,,,,,,,,
492,2.299065,0.204982,0.066187,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
493,2.303738,0.204974,0.0662,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
494,2.308411,0.204969,0.066215,0.342654,,,,,,,,,,,,,,,,,,,,,,,,
495,2.313084,0.204962,0.066221,0.342651,,,,,,,,,,,,,,,,,,,,,,,,
496,2.317757,0.204959,0.066232,0.342647,,,,,,,,,,,,,,,,,,,,,,,,
497,2.32243,0.204958,0.066227,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
498,2.327103,0.20496,0.066227,0.34265,,,,,,,,,,,,,,,,,,,,,,,,
499,2.331776,0.204959,0.066219,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
500,2.336449,0.204969,0.066209,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
501,2.341121,0.204975,0.066193,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
502,2.345794,0.20497,0.066198,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
503,2.350467,0.204974,0.066204,0.342657,,,,,,,,,,,,,,,,,,,,,,,,
504,2.35514,0.204976,0.066193,0.342657,,,,,,,,,,,,,,,,,,,,,,,,
505,2.359813,0.204962,0.066218,0.342654,,,,,,,,,,,,,,,,,,,,,,,,
506,2.364486,0.204968,0.066208,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
507,2.369159,0.20496,0.066224,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
508,2.373832,0.204959,0.066232,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
509,2.378505,0.204967,0.066214,0.342654,,,,,,,,,,,,,,,,,,,,,,,,
510,2.383178,0.204968,0.066206,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
511,2.38785,0.204968,0.066208,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
512,2.392523,0.204977,0.06619,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
513,2.397196,0.204981,0.066184,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
514,2.401869,0.204981,0.066181,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
515,2.406542,0.204985,0.066182,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
516,2.411215,0.204979,0.06618,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
517,2.415888,0.204985,0.066177,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
518,2.420561,0.20498,0.066189,0.342661,,,,,,,,,,,,,,,,,,,,,,,,
519,2.425234,0.204988,0.06618,0.34267,,,,,,,,,,,,,,,,,,,,,,,,
520,2.429907,0.204974,0.066198,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
521,2.434579,0.204975,0.066196,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
522,2.439252,0.204975,0.066193,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
523,2.443925,0.20498,0.066186,0.342674,,,,,,,,,,,,,,,,,,,,,,,,
524,2.448598,0.204981,0.066181,0.342671,,,,,,,,,,,,,,,,,,,,,,,,
525,2.453271,0.204994,0.066163,0.342678,,,,,,,,,,,,,,,,,,,,,,,,
526,2.457944,0.204992,0.066155,0.342678,,,,,,,,,,,,,,,,,,,,,,,,
527,2.462617,0.204997,0.066154,0.342679,,,,,,,,,,,,,,,,,,,,,,,,
528,2.46729,0.20499,0.066169,0.342668,,,,,,,,,,,,,,,,,,,,,,,,
529,2.471963,0.204991,0.066171,0.342669,,,,,,,,,,,,,,,,,,,,,,,,
530,2.476636,0.204985,0.066189,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
531,2.481308,0.204988,0.066182,0.342668,,,,,,,,,,,,,,,,,,,,,,,,
532,2.485981,0.204986,0.066183,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
533,2.490654,0.204979,0.066194,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
534,2.495327,0.204979,0.066193,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
535,2.5,0.204988,0.066172,0.342678,,,,,,,,,,,,,,,,,,,,,,,,
536,2.504673,0.204987,0.066182,0.342673,,,,,,,,,,,,,,,,,,,,,,,,
537,2.509346,0.204998,0.066158,0.342684,,,,,,,,,,,,,,,,,,,,,,,,
538,2.514019,0.204993,0.066167,0.342676,,,,,,,,,,,,,,,,,,,,,,,,
539,2.518692,0.204987,0.066176,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
540,2.523364,0.204994,0.066165,0.342677,,,,,,,,,,,,,,,,,,,,,,,,
541,2.528037,0.20499,0.066169,0.34267,,,,,,,,,,,,,,,,,,,,,,,,
542,2.53271,0.204976,0.066201,0.342655,,,,,,,,,,,,,,,,,,,,,,,,
543,2.537383,0.204974,0.066201,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
544,2.542056,0.204967,0.066211,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
545,2.546729,0.20497,0.06621,0.342659,,,,,,,,,,,,,,,,,,,,,,,,
546,2.551402,0.204956,0.066229,0.342648,,,,,,,,,,,,,,,,,,,,,,,,
547,2.556075,0.204977,0.066199,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
548,2.560748,0.204963,0.066206,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
549,2.565421,0.20497,0.066198,0.342663,,,,,,,,,,,,,,,,,,,,,,,,
550,2.570093,0.204975,0.066194,0.34267,,,,,,,,,,,,,,,,,,,,,,,,
551,2.574766,0.204963,0.066204,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
552,2.579439,0.204974,0.066196,0.342656,,,,,,,,,,,,,,,,,,,,,,,,
553,2.584112,0.204965,0.066207,0.342659,,,,,,,,,,,,,,,,,,,,,,,,
554,2.588785,0.204962,0.06622,0.342649,,,,,,,,,,,,,,,,,,,,,,,,
555,2.593458,0.20497,0.066209,0.342651,,,,,,,,,,,,,,,,,,,,,,,,
556,2.598131,0.204967,0.066219,0.34265,,,,,,,,,,,,,,,,,,,,,,,,
557,2.602804,0.204967,0.066212,0.342653,,,,,,,,,,,,,,,,,,,,,,,,
558,2.607477,0.204968,0.066215,0.342656,,,,,,,,,,,,,,,,,,,,,,,,
559,2.61215,0.20496,0.066219,0.342655,,,,,,,,,,,,,,,,,,,,,,,,
560,2.616822,0.204968,0.066205,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
561,2.621495,0.204973,0.066203,0.342662,,,,,,,,,,,,,,,,,,,,,,,,
562,2.626168,0.204977,0.066187,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
563,2.630841,0.204976,0.06619,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
564,2.635514,0.204976,0.066187,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
565,2.640187,0.204987,0.066179,0.342671,,,,,,,,,,,,,,,,,,,,,,,,
566,2.64486,0.204975,0.066193,0.342662,,,,,,,,,,,,,,,,,,,,,,,,
567,2.649533,0.204986,0.066183,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
568,2.654206,0.204978,0.0662,0.342661,,,,,,,,,,,,,,,,,,,,,,,,
569,2.658879,0.204985,0.066193,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
570,2.663551,0.204979,0.066191,0.342662,,,,,,,,,,,,,,,,,,,,,,,,
571,2.668224,0.204989,0.066182,0.342672,,,,,,,,,,,,,,,,,,,,,,,,
572,2.672897,0.204999,0.066162,0.342682,,,,,,,,,,,,,,,,,,,,,,,,
573,2.67757,0.204998,0.06616,0.342683,,,,,,,,,,,,,,,,,,,,,,,,
574,2.682243,0.205001,0.066152,0.34268,,,,,,,,,,,,,,,,,,,,,,,,
575,2.686916,0.204994,0.066157,0.342678,,,,,,,,,,,,,,,,,,,,,,,,
576,2.691589,0.204998,0.066159,0.342677,,,,,,,,,,,,,,,,,,,,,,,,
577,2.696262,0.205,0.066157,0.342679,,,,,,,,,,,,,,,,,,,,,,,,
578,2.700935,0.204991,0.066167,0.342672,,,,,,,,,,,,,,,,,,,,,,,,
579,2.705607,0.204994,0.066176,0.342672,,,,,,,,,,,,,,,,,,,,,,,,
580,2.71028,0.20498,0.066189,0.342666,,,,,,,,,,,,,,,,,,,,,,,,
581,2.714953,0.204967,0.066213,0.342661,,,,,,,,,,,,,,,,,,,,,,,,
582,2.719626,0.204985,0.066192,0.342668,,,,,,,,,,,,,,,,,,,,,,,,
583,2.724299,0.20498,0.066202,0.342661,,,,,,,,,,,,,,,,,,,,,,,,
584,2.728972,0.204985,0.06619,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
585,2.733645,0.204985,0.066182,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
586,2.738318,0.204992,0.066172,0.342671,,,,,,,,,,,,,,,,,,,,,,,,
587,2.742991,0.204991,0.066164,0.342675,,,,,,,,,,,,,,,,,,,,,,,,
588,2.747664,0.204979,0.06618,0.342665,,,,,,,,,,,,,,,,,,,,,,,,
589,2.752336,0.204992,0.066165,0.342675,,,,,,,,,,,,,,,,,,,,,,,,
590,2.757009,0.20497,0.066197,0.342659,,,,,,,,,,,,,,,,,,,,,,,,
591,2.761682,0.204975,0.066203,0.342664,,,,,,,,,,,,,,,,,,,,,,,,
592,2.766355,0.204976,0.066204,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
593,2.771028,0.20496,0.06622,0.342655,,,,,,,,,,,,,,,,,,,,,,,,
594,2.775701,0.204961,0.066223,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
595,2.780374,0.204957,0.066236,0.34265,,,,,,,,,,,,,,,,,,,,,,,,
596,2.785047,0.20496,0.066232,0.34265,,,,,,,,,,,,,,,,,,,,,,,,
597,2.78972,0.204955,0.066215,0.342657,,,,,,,,,,,,,,,,,,,,,,,,
598,2.794393,0.204975,0.066198,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
599,2.799065,0.204973,0.066192,0.342659,,,,,,,,,,,,,,,,,,,,,,,,
600,2.803738,0.204975,0.066198,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
601,2.808411,0.204978,0.066197,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
602,2.813084,0.204973,0.066199,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
